"hhid","h04_sex","h14_cls_wkr","h06_status","urb","age_group"
"3838300000000062383",1,3,2,1,"40 to 49"
"3838600000000062386",1,3,2,1,"30 to 39"
"3839000000000062390",1,3,2,1,"40 to 49"
"3839400000000062394",1,3,2,1,"60 to 69"
"3840100000000062401",1,3,2,1,"50 to 59"
"3840200000000062402",1,3,2,1,"30 to 39"
"3840900000000062409",1,3,2,2,"30 to 39"
"3841100000000062411",1,3,2,2,"50 to 59"
"3841300000000062413",1,3,2,2,"40 to 49"
"3841500000000062415",1,3,2,2,"30 to 39"
"3841600000000062416",1,3,2,2,"30 to 39"
"3841700000000062417",1,3,2,2,"18 to 29"
"3841800000000062418",1,3,2,2,"70 to 79"
"3841900000000062419",1,3,2,2,"60 to 69"
"3842000000000062420",1,3,2,2,"50 to 59"
"3843400000000062434",1,3,4,1,"40 to 49"
"3843500000000062435",1,3,2,1,"40 to 49"
"3843600000000062436",1,3,2,1,"40 to 49"
"3843700000000062437",1,3,2,1,"60 to 69"
"3843800000000062438",1,3,2,1,"50 to 59"
"3845100000000062451",1,3,2,2,"50 to 59"
"3845900000000062459",1,3,2,2,"18 to 29"
"3846500000000062465",1,3,2,2,"50 to 59"
"3847300000000062473",1,3,2,2,"60 to 69"
"3847500000000062475",1,3,2,2,"30 to 39"
"3847900000000062479",1,3,2,2,"30 to 39"
"3848000000000062480",1,3,2,1,"60 to 69"
"3848100000000062481",1,3,2,1,"70 to 79"
"3848200000000062482",1,3,2,1,"40 to 49"
"3848300000000062483",1,3,2,1,"30 to 39"
"3848400000000062484",1,3,3,1,"50 to 59"
"3848500000000062485",1,3,2,1,"40 to 49"
"3848600000000062486",1,3,2,1,"50 to 59"
"3848800000000062488",1,3,2,1,"40 to 49"
"3848900000000062489",1,3,2,1,"40 to 49"
"3849000000000062490",1,3,2,1,"30 to 39"
"3849100000000062491",1,3,2,1,"30 to 39"
"3849200000000062492",1,3,2,2,"50 to 59"
"3849300000000062493",1,3,4,2,"50 to 59"
"3849500000000062495",1,3,2,2,"18 to 29"
"3849600000000062496",1,3,2,2,"50 to 59"
"3849700000000062497",1,3,4,2,"60 to 69"
"3849800000000062498",1,3,2,2,"50 to 59"
"3850600000000062506",1,3,2,2,"50 to 59"
"3850900000000062509",1,3,2,2,"40 to 49"
"3851000000000062510",1,3,2,2,"60 to 69"
"3851200000000062512",1,3,2,2,"40 to 49"
"3851500000000062515",1,3,2,2,"40 to 49"
"3851800000000062518",1,3,2,2,"50 to 59"
"3851900000000062519",1,3,2,2,"50 to 59"
"3852100000000062521",1,3,2,2,"40 to 49"
"3852300000000062523",1,3,2,2,"40 to 49"
"3852500000000062525",1,3,2,1,"40 to 49"
"3852700000000062527",1,3,2,1,"40 to 49"
"3853400000000062534",1,3,2,2,"40 to 49"
"3853500000000062535",1,3,2,2,"50 to 59"
"3854000000000062540",1,3,2,2,"50 to 59"
"3854300000000062543",1,3,4,2,"40 to 49"
"3854900000000062549",1,3,2,2,"50 to 59"
"3855500000000062555",1,3,2,2,"70 to 79"
"3855700000000062557",1,3,2,2,"50 to 59"
"3855900000000062559",1,3,2,2,"40 to 49"
"3856100000000062561",1,3,4,2,"50 to 59"
"3856500000000062565",1,3,2,2,"60 to 69"
"3856700000000062567",1,3,2,2,"50 to 59"
"3857600000000062576",1,3,2,2,"50 to 59"
"3857800000000062578",1,3,2,1,"30 to 39"
"3858000000000062580",1,3,2,1,"70 to 79"
"3858100000000062581",1,3,2,1,"60 to 69"
"3858400000000062584",1,3,2,1,"50 to 59"
"3858600000000062586",1,3,1,1,"18 to 29"
"3858900000000062589",1,3,3,2,"40 to 49"
"3859000000000062590",1,3,2,2,"40 to 49"
"3859300000000062593",1,3,2,2,"40 to 49"
"3859400000000062594",1,3,2,2,"60 to 69"
"3859600000000062596",1,3,2,2,"50 to 59"
"3859900000000062599",1,3,2,2,"50 to 59"
"3860100000000062601",1,3,3,2,"50 to 59"
"3860200000000062602",1,3,2,2,"30 to 39"
"3860300000000062603",1,3,2,2,"50 to 59"
"3860400000000062604",1,3,2,2,"50 to 59"
"3860600000000062606",1,3,2,2,"50 to 59"
"3860800000000062608",1,3,2,2,"30 to 39"
"3861000000000062610",1,3,2,2,"40 to 49"
"3861100000000062611",1,3,2,2,"40 to 49"
"3861200000000062612",1,3,2,2,"60 to 69"
"3861300000000062613",1,3,2,2,"40 to 49"
"3861500000000062615",1,3,2,2,"40 to 49"
"3861700000000062617",1,3,2,2,"30 to 39"
"3861800000000062618",1,3,2,2,"18 to 29"
"3861900000000062619",1,3,2,2,"30 to 39"
"3862000000000062620",1,3,2,2,"40 to 49"
"3862100000000062621",1,3,2,2,"50 to 59"
"3862300000000062623",1,3,2,2,"70 to 79"
"3862400000000062624",1,3,2,2,"40 to 49"
"3862500000000062625",1,3,2,2,"30 to 39"
"3862600000000062626",1,3,2,2,"60 to 69"
"3862800000000062628",1,3,2,2,"50 to 59"
"3862900000000062629",1,3,2,2,"50 to 59"
"3863000000000062630",1,3,2,2,"50 to 59"
"3863300000000062633",1,3,2,2,"40 to 49"
"3863400000000062634",1,3,2,2,"40 to 49"
"3863600000000062636",1,3,2,2,"30 to 39"
"3863700000000062637",1,3,2,2,"40 to 49"
"3863800000000062638",1,3,2,2,"50 to 59"
"3863900000000062639",1,3,2,2,"60 to 69"
"3864000000000062640",1,3,2,2,"40 to 49"
"3864400000000062644",1,3,2,2,"40 to 49"
"3864500000000062645",1,3,2,2,"30 to 39"
"3864600000000062646",1,3,2,2,"60 to 69"
"3864700000000062647",1,3,1,2,"60 to 69"
"3864900000000062649",1,3,2,2,"30 to 39"
"3865100000000062651",1,3,2,2,"40 to 49"
"3865300000000062653",1,3,2,2,"50 to 59"
"3865400000000062654",1,3,2,2,"18 to 29"
"3865600000000062656",1,3,2,2,"40 to 49"
"3865700000000062657",1,3,2,2,"50 to 59"
"3866000000000062660",1,3,2,2,"60 to 69"
"3866300000000062663",1,3,2,2,"60 to 69"
"3866400000000062664",1,3,2,2,"40 to 49"
"3866700000000062667",1,3,2,2,"60 to 69"
"3866900000000062669",1,3,2,2,"70 to 79"
"3867000000000062670",1,3,2,2,"30 to 39"
"3867100000000062671",1,3,2,2,"50 to 59"
"3867400000000062674",1,3,2,2,"30 to 39"
"3867500000000062675",1,3,2,2,"18 to 29"
"3867700000000062677",1,3,2,2,"30 to 39"
"3867900000000062679",1,3,2,2,"40 to 49"
"3868000000000062680",1,3,2,2,"50 to 59"
"3868200000000062682",1,3,2,2,"40 to 49"
"3868600000000062686",1,3,2,2,"60 to 69"
"3868800000000062688",1,3,2,2,"50 to 59"
"3869000000000062690",1,3,2,2,"70 to 79"
"3869100000000062691",1,3,2,2,"70 to 79"
"3869200000000062692",1,3,2,2,"70 to 79"
"3869300000000062693",1,3,2,2,"40 to 49"
"3869400000000062694",1,3,2,2,"60 to 69"
"3869900000000062699",1,3,2,2,"40 to 49"
"3870100000000062701",1,3,1,2,"60 to 69"
"3870200000000062702",1,3,1,2,"50 to 59"
"3870300000000062703",1,3,2,2,"50 to 59"
"3870400000000062704",1,3,2,2,"70 to 79"
"3870500000000062705",1,3,2,2,"60 to 69"
"3870800000000062708",1,3,2,2,"40 to 49"
"3870900000000062709",1,3,2,2,"40 to 49"
"3871000000000062710",1,3,2,2,"50 to 59"
"3871100000000062711",1,3,2,2,"40 to 49"
"3871200000000062712",1,3,2,2,"60 to 69"
"3871400000000062714",1,3,2,2,"30 to 39"
"3871500000000062715",1,3,2,2,"50 to 59"
"3871600000000062716",1,3,2,2,"30 to 39"
"3871900000000062719",1,3,2,2,"50 to 59"
"3872000000000062720",1,3,2,2,"70 to 79"
"3872100000000062721",1,3,2,2,"60 to 69"
"3872600000000062726",1,3,1,2,"60 to 69"
"3872800000000062728",1,3,2,2,"60 to 69"
"3873200000000062732",1,3,2,2,"60 to 69"
"3873300000000062733",1,3,2,2,"50 to 59"
"3873400000000062734",1,3,2,2,"60 to 69"
"3874000000000062740",1,3,2,2,"50 to 59"
"3874200000000062742",1,3,2,2,"60 to 69"
"3874300000000062743",1,3,2,2,"70 to 79"
"3874600000000062746",1,3,2,2,"40 to 49"
"3874800000000062748",1,3,2,2,"30 to 39"
"3875000000000062750",1,3,2,2,"40 to 49"
"3875200000000062752",1,3,2,2,"50 to 59"
"3875300000000062753",1,3,2,2,"40 to 49"
"3875800000000062758",1,3,2,2,"60 to 69"
"3876400000000062764",1,3,2,2,"40 to 49"
"3876700000000062767",1,3,2,2,"60 to 69"
"3877300000000062773",1,3,2,2,"50 to 59"
"3878300000000062783",1,3,1,2,"40 to 49"
"3878700000000062787",1,3,2,1,"30 to 39"
"3878800000000062788",1,3,2,1,"30 to 39"
"3878900000000062789",1,3,2,1,"50 to 59"
"3879100000000062791",1,3,2,1,"40 to 49"
"3879200000000062792",1,3,2,1,"30 to 39"
"3879300000000062793",1,3,2,1,"40 to 49"
"3879400000000062794",1,3,2,1,"50 to 59"
"3879500000000062795",1,3,2,1,"60 to 69"
"3879600000000062796",1,3,2,1,"40 to 49"
"3879700000000062797",1,3,2,1,"60 to 69"
"3880000000000062800",1,3,2,1,"60 to 69"
"3880800000000062808",1,3,2,1,"50 to 59"
"3881000000000062810",1,3,2,1,"70 to 79"
"3882100000000062821",1,3,2,2,"40 to 49"
"3882600000000062826",1,3,1,2,"60 to 69"
"3883000000000062830",1,3,1,2,"30 to 39"
"3883200000000062832",1,3,2,2,"60 to 69"
"3883300000000062833",1,3,2,2,"40 to 49"
"3883400000000062834",1,3,2,2,"60 to 69"
"3883600000000062836",1,3,2,2,"60 to 69"
"3883900000000062839",1,3,2,2,"40 to 49"
"3884000000000062840",1,3,2,2,"30 to 39"
"3884300000000062843",1,3,2,1,"40 to 49"
"3884500000000062845",1,3,2,1,"50 to 59"
"3884800000000062848",1,3,2,1,"50 to 59"
"3885400000000062854",1,3,2,1,"50 to 59"
"3885600000000062856",1,3,2,1,"40 to 49"
"3887400000000062874",1,3,2,1,"40 to 49"
"3888100000000062881",1,3,2,1,"60 to 69"
"3888200000000062882",1,3,2,1,"60 to 69"
"3888500000000062885",1,3,2,1,"18 to 29"
"3888600000000062886",1,3,2,1,"50 to 59"
"3889800000000062898",1,3,2,1,"50 to 59"
"3890000000000062900",1,3,2,1,"50 to 59"
"3890500000000062905",1,3,2,2,"80 to 89"
"3890700000000062907",1,3,3,2,"70 to 79"
"3891100000000062911",1,3,2,2,"18 to 29"
"3891300000000062913",1,3,2,2,"50 to 59"
"3891700000000062917",1,3,2,2,"30 to 39"
"3891800000000062918",1,3,2,2,"60 to 69"
"3891900000000062919",1,3,2,2,"40 to 49"
"3893200000000062932",1,3,3,2,"50 to 59"
"3893500000000062935",1,3,2,1,"50 to 59"
"3894000000000062940",1,3,3,1,"60 to 69"
"3894200000000062942",1,3,2,1,"60 to 69"
"3894500000000062945",1,3,2,1,"50 to 59"
"3895700000000062957",1,3,2,1,"50 to 59"
"3896800000000062968",1,3,2,1,"60 to 69"
"3897200000000062972",1,3,2,1,"50 to 59"
"3897300000000062973",1,3,2,1,"50 to 59"
"3897400000000062974",1,3,2,1,"40 to 49"
"3897800000000062978",1,3,2,2,"50 to 59"
"3898500000000062985",1,3,2,1,"30 to 39"
"3899300000000062993",1,3,2,1,"50 to 59"
"3899600000000062996",1,3,1,1,"50 to 59"
"3900500000000063005",1,3,2,1,"70 to 79"
"3900900000000063009",1,3,2,1,"50 to 59"
"3901200000000063012",1,3,2,1,"30 to 39"
"3901400000000063014",1,3,2,1,"40 to 49"
"3901500000000063015",1,3,2,1,"40 to 49"
"3901600000000063016",1,3,2,1,"50 to 59"
"3902800000000063028",1,3,2,1,"70 to 79"
"3903300000000063033",1,3,2,1,"30 to 39"
"3903400000000063034",1,3,2,1,"30 to 39"
"3903700000000063037",1,3,2,1,"30 to 39"
"3904000000000063040",1,3,2,1,"50 to 59"
"3904400000000063044",1,3,2,2,"70 to 79"
"3904600000000063046",1,3,2,2,"50 to 59"
"3904700000000063047",1,3,2,2,"18 to 29"
"3904800000000063048",1,3,2,2,"50 to 59"
"3905000000000063050",1,3,2,2,"30 to 39"
"3905100000000063051",1,3,2,2,"18 to 29"
"3905200000000063052",1,3,2,2,"50 to 59"
"3905600000000063056",1,3,2,2,"30 to 39"
"3905700000000063057",1,3,2,2,"60 to 69"
"3905800000000063058",1,3,2,2,"18 to 29"
"3906000000000063060",1,3,2,1,"30 to 39"
"3906100000000063061",1,3,2,1,"30 to 39"
"3906200000000063062",1,3,2,1,"40 to 49"
"3906400000000063064",1,3,2,1,"60 to 69"
"3906800000000063068",1,3,2,1,"50 to 59"
"3907200000000063072",1,3,2,1,"40 to 49"
"3907300000000063073",1,3,2,1,"40 to 49"
"3907500000000063075",1,3,2,1,"60 to 69"
"3907800000000063078",1,3,2,1,"50 to 59"
"3908100000000063081",1,3,2,2,"40 to 49"
"3908400000000063084",1,3,2,2,"60 to 69"
"3908600000000063086",1,3,2,2,"50 to 59"
"3908800000000063088",1,3,2,2,"50 to 59"
"3909300000000063093",1,3,2,2,"40 to 49"
"3910600000000063106",1,3,2,1,"60 to 69"
"3910700000000063107",1,3,2,1,"30 to 39"
"3911700000000063117",1,3,2,2,"30 to 39"
"3911800000000063118",1,3,3,2,"60 to 69"
"3912300000000063123",1,3,2,2,"60 to 69"
"3912500000000063125",1,3,2,2,"18 to 29"
"3912600000000063126",1,3,2,2,"30 to 39"
"3912800000000063128",1,3,2,2,"70 to 79"
"3912900000000063129",1,3,2,2,"60 to 69"
"3913000000000063130",1,3,2,2,"18 to 29"
"3913200000000063132",1,3,2,2,"60 to 69"
"3913600000000063136",1,3,2,2,"30 to 39"
"3913800000000063138",1,3,2,2,"18 to 29"
"3913900000000063139",1,3,2,2,"18 to 29"
"3914100000000063141",1,3,2,2,"40 to 49"
"3914200000000063142",1,3,2,2,"70 to 79"
"3914800000000063148",1,3,2,2,"30 to 39"
"3915100000000063151",1,3,2,2,"30 to 39"
"3915900000000063159",1,3,2,1,"60 to 69"
"3916300000000063163",1,3,2,1,"40 to 49"
"3916400000000063164",1,3,2,1,"50 to 59"
"3916600000000063166",1,3,2,1,"30 to 39"
"3917100000000063171",1,3,2,1,"50 to 59"
"3917200000000063172",1,3,2,1,"80 to 89"
"3917400000000063174",1,3,2,2,"50 to 59"
"3917800000000063178",1,3,3,2,"70 to 79"
"3917900000000063179",1,3,2,2,"30 to 39"
"3918500000000063185",1,3,2,2,"30 to 39"
"3919000000000063190",1,3,2,2,"70 to 79"
"3919600000000063196",1,3,2,2,"60 to 69"
"3919800000000063198",1,3,2,2,"40 to 49"
"3920100000000063201",1,3,2,2,"30 to 39"
"3920200000000063202",1,3,2,2,"30 to 39"
"3921100000000063211",1,3,2,2,"40 to 49"
"3921600000000063216",1,3,2,2,"30 to 39"
"3922300000000063223",1,3,2,2,"60 to 69"
"3922400000000063224",1,3,2,2,"30 to 39"
"3922700000000063227",1,3,2,2,"70 to 79"
"3923100000000063231",1,3,2,2,"50 to 59"
"3923200000000063232",1,3,2,2,"60 to 69"
"3923400000000063234",1,3,3,2,"50 to 59"
"3923600000000063236",1,3,1,2,"18 to 29"
"3923800000000063238",1,3,2,2,"30 to 39"
"3924200000000063242",1,3,2,2,"60 to 69"
"3924600000000063246",1,3,1,2,"18 to 29"
"3924900000000063249",1,3,2,2,"50 to 59"
"3925500000000063255",1,3,2,2,"40 to 49"
"3925600000000063256",1,3,2,2,"40 to 49"
"3926100000000063261",1,3,2,2,"60 to 69"
"3926200000000063262",1,3,2,2,"30 to 39"
"3926300000000063263",1,3,4,2,"50 to 59"
"3926400000000063264",1,3,2,2,"40 to 49"
"3926700000000063267",1,3,2,2,"60 to 69"
"3927400000000063274",1,3,2,2,"40 to 49"
"3927500000000063275",1,3,2,2,"40 to 49"
"3928200000000063282",1,3,2,2,"30 to 39"
"3928300000000063283",1,3,2,2,"50 to 59"
"3928700000000063287",1,3,2,2,"50 to 59"
"3929100000000063291",1,3,2,2,"50 to 59"
"3929200000000063292",1,3,2,2,"60 to 69"
"3929800000000063298",1,3,2,2,"40 to 49"
"3930100000000063301",1,3,2,2,"30 to 39"
"3930600000000063306",1,3,2,2,"60 to 69"
"3931000000000063310",1,3,2,2,"50 to 59"
"3931200000000063312",1,3,2,2,"50 to 59"
"3931400000000063314",1,3,2,2,"60 to 69"
"3931600000000063316",1,3,2,2,"18 to 29"
"3931700000000063317",1,3,4,2,"50 to 59"
"3932000000000063320",1,3,2,2,"40 to 49"
"3932100000000063321",1,3,2,2,"40 to 49"
"3932200000000063322",1,3,2,2,"30 to 39"
"3932700000000063327",1,3,2,2,"60 to 69"
"3932900000000063329",1,3,2,2,"60 to 69"
"3933000000000063330",1,3,2,2,"30 to 39"
"3933300000000063333",1,3,2,2,"50 to 59"
"3933600000000063336",1,3,2,2,"40 to 49"
"3933700000000063337",1,3,1,2,"50 to 59"
"3934000000000063340",1,3,2,2,"70 to 79"
"3934200000000063342",1,3,2,2,"60 to 69"
"3934300000000063343",1,3,2,2,"50 to 59"
"3934700000000063347",1,3,2,2,"40 to 49"
"3934800000000063348",1,3,2,2,"30 to 39"
"3934900000000063349",1,3,2,2,"50 to 59"
"3935000000000063350",1,3,2,2,"60 to 69"
"3935100000000063351",1,3,2,2,"50 to 59"
"3935200000000063352",1,3,2,2,"50 to 59"
"3935400000000063354",1,3,2,2,"30 to 39"
"3936000000000063360",1,3,2,2,"70 to 79"
"3936100000000063361",1,3,2,2,"18 to 29"
"3936300000000063363",1,3,3,2,"60 to 69"
"3936700000000063367",1,3,2,2,"40 to 49"
"3936800000000063368",1,3,2,2,"40 to 49"
"3937000000000063370",1,3,2,2,"30 to 39"
"3937200000000063372",1,3,2,2,"30 to 39"
"3937400000000063374",1,3,2,2,"50 to 59"
"3937500000000063375",1,3,2,2,"60 to 69"
"3938100000000063381",1,3,2,2,"50 to 59"
"3938700000000063387",1,3,2,2,"50 to 59"
"3938800000000063388",1,3,2,2,"40 to 49"
"3939000000000063390",1,3,2,2,"50 to 59"
"3939200000000063392",1,3,2,2,"30 to 39"
"3939300000000063393",1,3,2,2,"50 to 59"
"3939700000000063397",1,3,2,2,"60 to 69"
"3939900000000063399",1,3,2,2,"30 to 39"
"3940000000000063400",1,3,2,2,"18 to 29"
"3940300000000063403",1,3,2,2,"40 to 49"
"3941000000000063410",1,3,2,2,"70 to 79"
"3941100000000063411",1,3,2,2,"40 to 49"
"3941200000000063412",1,3,2,2,"40 to 49"
"3941400000000063414",1,3,2,2,"70 to 79"
"3941600000000063416",1,3,2,2,"40 to 49"
"3942100000000063421",1,3,2,2,"60 to 69"
"3942300000000063423",1,3,2,2,"50 to 59"
"3942600000000063426",1,3,2,2,"40 to 49"
"3942700000000063427",1,3,2,2,"60 to 69"
"3942800000000063428",1,3,2,2,"30 to 39"
"3942900000000063429",1,3,2,2,"30 to 39"
"3943200000000063432",1,3,2,2,"40 to 49"
"3943300000000063433",1,3,2,2,"40 to 49"
"3943500000000063435",1,3,2,2,"30 to 39"
"3943800000000063438",1,3,2,2,"50 to 59"
"3944400000000063444",1,3,1,2,"50 to 59"
"3944600000000063446",1,3,2,2,"60 to 69"
"3944700000000063447",1,3,4,2,"60 to 69"
"3944900000000063449",1,3,2,1,"50 to 59"
"3945000000000063450",1,3,2,1,"50 to 59"
"3946100000000063461",1,3,2,1,"40 to 49"
"3946400000000063464",1,3,2,1,"50 to 59"
"3946600000000063466",1,3,2,1,"50 to 59"
"3946900000000063469",1,3,2,2,"80 to 89"
"3947000000000063470",1,3,2,2,"30 to 39"
"3947200000000063472",1,3,2,2,"50 to 59"
"3947300000000063473",1,3,2,2,"40 to 49"
"3947600000000063476",1,3,2,2,"40 to 49"
"3948700000000063487",1,3,2,2,"18 to 29"
"3948800000000063488",1,3,2,2,"60 to 69"
"3949100000000063491",1,3,2,2,"50 to 59"
"3949400000000063494",1,3,2,2,"70 to 79"
"3949600000000063496",1,3,2,2,"60 to 69"
"3949800000000063498",1,3,2,2,"50 to 59"
"3949900000000063499",1,3,2,2,"60 to 69"
"3950100000000063501",1,3,2,2,"50 to 59"
"3950300000000063503",1,3,2,2,"60 to 69"
"3950600000000063506",1,3,2,2,"60 to 69"
"3950800000000063508",1,3,2,2,"70 to 79"
"3950900000000063509",1,3,2,2,"60 to 69"
"3951600000000063516",1,3,2,2,"40 to 49"
"3951700000000063517",1,3,2,2,"30 to 39"
"3951800000000063518",1,3,2,2,"30 to 39"
"3951900000000063519",1,3,2,2,"50 to 59"
"3952000000000063520",1,3,2,2,"30 to 39"
"3952300000000063523",1,3,2,2,"40 to 49"
"3952400000000063524",1,3,2,2,"30 to 39"
"3952500000000063525",1,3,2,2,"50 to 59"
"3952600000000063526",1,3,2,2,"70 to 79"
"3952700000000063527",1,3,2,2,"60 to 69"
"3952900000000063529",1,3,2,2,"30 to 39"
"3953000000000063530",1,3,2,2,"30 to 39"
"3953200000000063532",1,3,2,2,"60 to 69"
"3953500000000063535",1,3,2,2,"50 to 59"
"3953600000000063536",1,3,2,2,"50 to 59"
"3953900000000063539",1,3,2,2,"60 to 69"
"3954200000000063542",1,3,2,2,"70 to 79"
"3954300000000063543",1,3,2,2,"40 to 49"
"3954400000000063544",1,3,2,2,"30 to 39"
"3954500000000063545",1,3,2,2,"30 to 39"
"3954600000000063546",1,3,2,2,"50 to 59"
"3954700000000063547",1,3,2,2,"50 to 59"
"3954800000000063548",1,3,2,2,"30 to 39"
"3954900000000063549",1,3,2,2,"40 to 49"
"3955000000000063550",1,3,2,2,"40 to 49"
"3955200000000063552",1,3,2,2,"60 to 69"
"3955500000000063555",1,3,2,2,"18 to 29"
"3955600000000063556",1,3,2,2,"40 to 49"
"3955800000000063558",1,3,2,2,"50 to 59"
"3956200000000063562",1,3,2,2,"50 to 59"
"3956600000000063566",1,3,2,2,"60 to 69"
"3956700000000063567",1,3,2,2,"60 to 69"
"3957100000000063571",1,3,2,2,"50 to 59"
"3957900000000063579",1,3,2,2,"40 to 49"
"3958000000000063580",1,3,2,2,"50 to 59"
"3958500000000063585",1,3,2,1,"30 to 39"
"3958900000000063589",1,3,2,1,"30 to 39"
"3959300000000063593",1,3,2,1,"60 to 69"
"3959400000000063594",1,3,2,1,"50 to 59"
"3960000000000063600",1,3,2,1,"50 to 59"
"3960200000000063602",1,3,2,2,"50 to 59"
"3960600000000063606",1,3,2,2,"70 to 79"
"3960800000000063608",1,3,2,2,"40 to 49"
"3961100000000063611",1,3,2,2,"50 to 59"
"3961600000000063616",1,3,2,2,"60 to 69"
"3961800000000063618",1,3,2,2,"50 to 59"
"3961900000000063619",1,3,2,2,"40 to 49"
"3962200000000063622",1,3,2,2,"30 to 39"
"3962300000000063623",1,3,2,2,"50 to 59"
"3962400000000063624",1,3,2,2,"50 to 59"
"3962500000000063625",1,3,2,2,"50 to 59"
"3962900000000063629",1,3,2,2,"30 to 39"
"3963000000000063630",1,3,2,2,"40 to 49"
"3963100000000063631",1,3,3,2,"60 to 69"
"3963200000000063632",1,3,2,2,"40 to 49"
"3963400000000063634",1,3,2,2,"40 to 49"
"3963800000000063638",1,3,2,2,"70 to 79"
"3964100000000063641",1,3,2,2,"30 to 39"
"3964300000000063643",1,3,2,2,"70 to 79"
"3964400000000063644",1,3,2,2,"60 to 69"
"3964900000000063649",1,3,2,2,"40 to 49"
"3965000000000063650",1,3,2,2,"50 to 59"
"3965200000000063652",1,3,2,2,"40 to 49"
"3965300000000063653",1,3,2,2,"60 to 69"
"3965400000000063654",1,3,2,2,"60 to 69"
"3965500000000063655",1,3,2,2,"40 to 49"
"3965600000000063656",1,3,2,2,"30 to 39"
"3966100000000063661",1,3,2,2,"30 to 39"
"3966800000000063668",1,3,2,2,"70 to 79"
"3966900000000063669",1,3,2,2,"60 to 69"
"3967200000000063672",1,3,2,2,"40 to 49"
"3967900000000063679",1,3,2,2,"70 to 79"
"3968000000000063680",1,3,2,2,"30 to 39"
"3968200000000063682",1,3,2,2,"30 to 39"
"3968400000000063684",1,3,2,2,"40 to 49"
"3968500000000063685",1,3,2,2,"40 to 49"
"3968700000000063687",1,3,2,2,"30 to 39"
"3968800000000063688",1,3,2,2,"60 to 69"
"3968900000000063689",1,3,2,2,"50 to 59"
"3969000000000063690",1,3,2,2,"60 to 69"
"3969200000000063692",1,3,2,2,"30 to 39"
"3969300000000063693",1,3,2,2,"30 to 39"
"3969400000000063694",1,3,3,2,"60 to 69"
"3969700000000063697",1,3,2,2,"60 to 69"
"3970400000000063704",1,3,2,2,"70 to 79"
"3970900000000063709",1,3,2,2,"30 to 39"
"3971100000000063711",1,3,2,2,"30 to 39"
"3971300000000063713",1,3,2,2,"40 to 49"
"3971800000000063718",1,3,3,2,"60 to 69"
"3972100000000063721",1,3,1,2,"60 to 69"
"3972900000000063729",1,3,2,2,"30 to 39"
"3973000000000063730",1,3,2,2,"50 to 59"
"3973200000000063732",1,3,2,2,"18 to 29"
"3973300000000063733",1,3,2,2,"30 to 39"
"3973400000000063734",1,3,2,2,"18 to 29"
"3973500000000063735",1,3,2,2,"18 to 29"
"3973600000000063736",1,3,2,2,"60 to 69"
"3973700000000063737",1,3,3,2,"40 to 49"
"3973900000000063739",1,3,2,2,"50 to 59"
"3974300000000063743",1,3,4,2,"30 to 39"
"3974400000000063744",1,3,2,2,"18 to 29"
"3974500000000063745",1,3,2,2,"40 to 49"
"3974700000000063747",1,3,2,2,"30 to 39"
"3974800000000063748",1,3,2,2,"30 to 39"
"3974900000000063749",1,3,2,2,"40 to 49"
"3975100000000063751",1,3,2,2,"50 to 59"
"3975200000000063752",1,3,2,2,"30 to 39"
"3975500000000063755",1,3,2,2,"50 to 59"
"3975700000000063757",1,3,2,2,"40 to 49"
"3975800000000063758",1,3,2,2,"40 to 49"
"3976100000000063761",1,3,2,2,"60 to 69"
"3976200000000063762",1,3,2,2,"40 to 49"
"3976300000000063763",1,3,2,2,"50 to 59"
"3976600000000063766",1,3,2,2,"60 to 69"
"3976700000000063767",1,3,2,2,"50 to 59"
"3976800000000063768",1,3,2,2,"50 to 59"
"3976900000000063769",1,3,2,2,"80 to 89"
"3977100000000063771",1,3,2,2,"40 to 49"
"3977200000000063772",1,3,2,2,"30 to 39"
"3977300000000063773",1,3,2,2,"50 to 59"
"3977400000000063774",1,3,2,2,"50 to 59"
"3977500000000063775",1,3,2,2,"40 to 49"
"3977600000000063776",1,3,2,2,"50 to 59"
"3977700000000063777",1,3,2,2,"70 to 79"
"3977900000000063779",1,3,2,2,"40 to 49"
"3978000000000063780",1,3,2,2,"30 to 39"
"3978200000000063782",1,3,2,2,"50 to 59"
"3978300000000063783",1,3,2,2,"50 to 59"
"3978400000000063784",1,3,2,2,"40 to 49"
"3978600000000063786",1,3,2,2,"30 to 39"
"3979000000000063790",1,3,2,2,"50 to 59"
"3979300000000063793",1,3,3,2,"60 to 69"
"3979700000000063797",1,3,2,2,"50 to 59"
"3980400000000063804",1,3,2,2,"60 to 69"
"3980500000000063805",1,3,2,2,"30 to 39"
"3980800000000063808",1,3,2,2,"50 to 59"
"3980900000000063809",1,3,2,2,"40 to 49"
"3981100000000063811",1,3,2,2,"50 to 59"
"3981500000000063815",1,3,1,2,"50 to 59"
"3981600000000063816",1,3,2,2,"40 to 49"
"3982100000000063821",1,3,2,2,"50 to 59"
"3983200000000063832",1,3,2,2,"50 to 59"
"3983400000000063834",1,3,2,2,"60 to 69"
"3983700000000063837",1,3,2,2,"60 to 69"
"3983800000000063838",1,3,2,2,"40 to 49"
"3983900000000063839",1,3,2,2,"50 to 59"
"3984200000000063842",1,3,2,2,"50 to 59"
"3984300000000063843",1,3,2,2,"50 to 59"
"3984700000000063847",1,3,2,2,"50 to 59"
"3985400000000063854",1,3,2,2,"30 to 39"
