"hhid","h04_sex","h14_cls_wkr","h06_status","urb","age_group"
"2128200000000045282",1,1,2,2,"40 to 49"
"2128100000000045281",1,1,2,2,"30 to 39"
"2128000000000045280",1,1,2,2,"18 to 29"
"2127800000000045278",1,1,2,2,"30 to 39"
"2127500000000045275",1,1,2,2,"60 to 69"
"637100000000030371",1,1,2,2,"30 to 39"
"2127300000000045273",1,1,2,2,"30 to 39"
"2127200000000045272",1,1,2,2,"18 to 29"
"2127100000000045271",1,1,2,2,"18 to 29"
"2126800000000045268",1,1,2,2,"30 to 39"
"3502300000000059023",1,1,2,1,"40 to 49"
"3889600000000062896",1,1,2,1,"50 to 59"
"637400000000030374",1,1,1,2,"60 to 69"
"3502200000000059022",1,1,2,1,"18 to 29"
"2125300000000045253",1,1,2,2,"18 to 29"
"2044100000000044441",1,1,2,2,"30 to 39"
"2125200000000045252",1,1,2,2,"70 to 79"
"2125000000000045250",1,1,2,2,"50 to 59"
"141700000000025417",1,1,2,2,"30 to 39"
"2044500000000044445",1,1,2,2,"40 to 49"
"2124900000000045249",1,1,2,2,"30 to 39"
"2044700000000044447",1,1,2,2,"40 to 49"
"2124600000000045246",1,1,2,2,"30 to 39"
"2124100000000045241",1,1,2,2,"40 to 49"
"2045000000000044450",1,1,2,2,"50 to 59"
"3502100000000059021",1,1,2,1,"50 to 59"
"2124000000000045240",1,1,2,2,"30 to 39"
"2045300000000044453",1,1,3,2,"50 to 59"
"4027400000000064274",1,1,2,1,"30 to 39"
"3501800000000059018",1,1,2,1,"18 to 29"
"2045600000000044456",1,1,2,2,"40 to 49"
"3995100000000063951",1,1,2,1,"30 to 39"
"2123800000000045238",1,1,2,2,"30 to 39"
"2046000000000044460",1,1,2,2,"30 to 39"
"638100000000030381",1,1,2,2,"30 to 39"
"2046200000000044462",1,1,2,2,"50 to 59"
"2123600000000045236",1,1,2,2,"50 to 59"
"638200000000030382",1,1,2,2,"18 to 29"
"2123500000000045235",1,1,2,2,"30 to 39"
"3501500000000059015",1,1,2,1,"50 to 59"
"2046700000000044467",1,1,2,2,"50 to 59"
"2123300000000045233",1,1,2,2,"40 to 49"
"2047000000000044470",1,1,2,2,"30 to 39"
"2047100000000044471",1,1,2,2,"40 to 49"
"243600000000026436",1,1,2,2,"50 to 59"
"3889300000000062893",1,1,2,1,"40 to 49"
"2123100000000045231",1,1,2,2,"30 to 39"
"638700000000030387",1,1,1,2,"60 to 69"
"3889200000000062892",1,1,2,1,"50 to 59"
"2047800000000044478",1,1,2,2,"60 to 69"
"243900000000026439",1,1,2,2,"50 to 59"
"2048000000000044480",1,1,2,2,"60 to 69"
"2048100000000044481",1,1,2,2,"40 to 49"
"2123000000000045230",1,1,2,2,"40 to 49"
"3889000000000062890",1,1,2,1,"30 to 39"
"3887900000000062879",1,1,2,1,"60 to 69"
"639200000000030392",1,1,2,2,"60 to 69"
"2048600000000044486",1,1,2,2,"60 to 69"
"2122800000000045228",1,1,2,2,"30 to 39"
"639300000000030393",1,1,2,2,"40 to 49"
"2048900000000044489",1,1,2,2,"50 to 59"
"2049000000000044490",1,1,2,2,"40 to 49"
"244200000000026442",1,1,3,2,"60 to 69"
"2049300000000044493",1,1,2,1,"30 to 39"
"639500000000030395",1,1,2,2,"50 to 59"
"2049500000000044495",1,1,2,1,"30 to 39"
"3501200000000059012",1,1,2,1,"18 to 29"
"3501100000000059011",1,1,2,1,"50 to 59"
"2049800000000044498",1,1,2,1,"18 to 29"
"3501000000000059010",1,1,2,1,"30 to 39"
"2050000000000044500",1,1,2,1,"40 to 49"
"2122000000000045220",1,1,2,2,"30 to 39"
"2121300000000045213",1,1,2,2,"50 to 59"
"3887700000000062877",1,1,2,1,"40 to 49"
"2120600000000045206",1,1,2,2,"60 to 69"
"2051200000000044512",1,1,2,2,"40 to 49"
"2120500000000045205",1,1,2,2,"40 to 49"
"2051400000000044514",1,1,2,2,"40 to 49"
"3500800000000059008",1,1,2,1,"30 to 39"
"2120100000000045201",1,1,2,2,"40 to 49"
"2120000000000045200",1,1,2,2,"40 to 49"
"2119800000000045198",1,1,2,2,"60 to 69"
"2052100000000044521",1,1,2,2,"30 to 39"
"2119600000000045196",1,1,2,2,"30 to 39"
"2119200000000045192",1,1,2,2,"40 to 49"
"244400000000026444",1,1,2,2,"30 to 39"
"2119000000000045190",1,1,2,2,"30 to 39"
"2118500000000045185",1,1,1,2,"50 to 59"
"2118400000000045184",1,1,2,2,"50 to 59"
"2052900000000044529",1,1,2,1,"18 to 29"
"640200000000030402",1,1,2,2,"30 to 39"
"3995000000000063950",1,1,1,1,"60 to 69"
"2053200000000044532",1,1,2,1,"60 to 69"
"2053300000000044533",1,1,2,1,"30 to 39"
"2053400000000044534",1,1,2,1,"50 to 59"
"2053500000000044535",1,1,2,1,"50 to 59"
"2118200000000045182",1,1,2,2,"30 to 39"
"2053700000000044537",1,1,2,1,"18 to 29"
"640400000000030404",1,1,2,2,"40 to 49"
"2053900000000044539",1,1,2,1,"50 to 59"
"2054000000000044540",1,1,2,1,"18 to 29"
"2118000000000045180",1,1,2,2,"30 to 39"
"640500000000030405",1,1,2,2,"18 to 29"
"3887300000000062873",1,1,3,1,"50 to 59"
"2117900000000045179",1,1,2,2,"50 to 59"
"2117700000000045177",1,1,2,1,"30 to 39"
"2054600000000044546",1,1,2,1,"60 to 69"
"2054700000000044547",1,1,2,1,"50 to 59"
"2054900000000044549",1,1,2,1,"30 to 39"
"2117300000000045173",1,1,2,1,"18 to 29"
"2055100000000044551",1,1,2,1,"18 to 29"
"2055200000000044552",1,1,2,1,"40 to 49"
"2055300000000044553",1,1,2,1,"30 to 39"
"2116800000000045168",1,1,2,1,"50 to 59"
"2116200000000045162",1,1,2,1,"18 to 29"
"3887200000000062872",1,1,2,1,"50 to 59"
"3887000000000062870",1,1,2,2,"50 to 59"
"142100000000025421",1,1,2,2,"40 to 49"
"2115800000000045158",1,1,2,1,"40 to 49"
"2115600000000045156",1,1,2,1,"40 to 49"
"3886900000000062869",1,1,2,2,"40 to 49"
"2115100000000045151",1,1,2,2,"40 to 49"
"2056900000000044569",1,1,2,1,"50 to 59"
"2115000000000045150",1,1,2,2,"30 to 39"
"2114900000000045149",1,1,2,2,"18 to 29"
"245100000000026451",1,1,3,2,"30 to 39"
"2057400000000044574",1,1,2,1,"70 to 79"
"2057600000000044576",1,1,2,1,"40 to 49"
"245200000000026452",1,1,2,2,"40 to 49"
"2057900000000044579",1,1,2,1,"40 to 49"
"641300000000030413",1,1,2,2,"40 to 49"
"2114400000000045144",1,1,2,2,"50 to 59"
"2058300000000044583",1,1,2,2,"50 to 59"
"641400000000030414",1,1,2,2,"40 to 49"
"2058500000000044585",1,1,2,2,"60 to 69"
"3994900000000063949",1,1,2,1,"30 to 39"
"2114300000000045143",1,1,3,2,"40 to 49"
"245400000000026454",1,1,2,2,"18 to 29"
"2114000000000045140",1,1,2,2,"50 to 59"
"2059000000000044590",1,1,2,2,"40 to 49"
"2113700000000045137",1,1,2,2,"50 to 59"
"2113500000000045135",1,1,2,2,"30 to 39"
"2059300000000044593",1,1,2,2,"40 to 49"
"3886800000000062868",1,1,2,2,"50 to 59"
"641800000000030418",1,1,2,2,"30 to 39"
"2059600000000044596",1,1,2,2,"40 to 49"
"3500700000000059007",1,1,2,1,"30 to 39"
"2059900000000044599",1,1,2,2,"40 to 49"
"2060000000000044600",1,1,2,2,"40 to 49"
"2060200000000044602",1,1,2,2,"40 to 49"
"2113200000000045132",1,1,2,2,"30 to 39"
"2113000000000045130",1,1,2,1,"40 to 49"
"2060700000000044607",1,1,2,2,"18 to 29"
"2060800000000044608",1,1,2,2,"50 to 59"
"2060900000000044609",1,1,2,2,"30 to 39"
"3500600000000059006",1,1,2,1,"40 to 49"
"2061100000000044611",1,1,2,2,"30 to 39"
"2061200000000044612",1,1,2,2,"40 to 49"
"2061300000000044613",1,1,2,2,"60 to 69"
"142300000000025423",1,1,2,2,"30 to 39"
"2112300000000045123",1,1,2,1,"30 to 39"
"245800000000026458",1,1,2,2,"40 to 49"
"2061700000000044617",1,1,2,2,"40 to 49"
"2061900000000044619",1,1,2,2,"30 to 39"
"2062000000000044620",1,1,2,2,"18 to 29"
"2062400000000044624",1,1,2,2,"50 to 59"
"2110800000000045108",1,1,2,1,"40 to 49"
"2062600000000044626",1,1,2,2,"40 to 49"
"2062700000000044627",1,1,2,2,"18 to 29"
"2062900000000044629",1,1,2,2,"18 to 29"
"2110400000000045104",1,1,2,1,"40 to 49"
"2063100000000044631",1,1,2,2,"30 to 39"
"2110300000000045103",1,1,2,1,"30 to 39"
"3500400000000059004",1,1,2,1,"18 to 29"
"3994800000000063948",1,1,2,1,"30 to 39"
"2063500000000044635",1,1,2,2,"50 to 59"
"142500000000025425",1,1,2,2,"18 to 29"
"2109600000000045096",1,1,2,2,"18 to 29"
"3500100000000059001",1,1,2,1,"30 to 39"
"3500000000000059000",1,1,2,1,"30 to 39"
"643000000000030430",1,1,2,1,"60 to 69"
"3499900000000058999",1,1,2,1,"30 to 39"
"643200000000030432",1,1,2,1,"50 to 59"
"643300000000030433",1,1,2,1,"18 to 29"
"2064700000000044647",1,1,2,2,"18 to 29"
"2109500000000045095",1,1,2,2,"40 to 49"
"3886600000000062866",1,1,2,2,"30 to 39"
"3886300000000062863",1,1,2,2,"18 to 29"
"3499600000000058996",1,1,1,1,"30 to 39"
"3885800000000062858",1,1,2,1,"30 to 39"
"3499400000000058994",1,1,2,1,"40 to 49"
"3499300000000058993",1,1,2,1,"40 to 49"
"3499200000000058992",1,1,2,1,"40 to 49"
"3499100000000058991",1,1,2,1,"30 to 39"
"2108700000000045087",1,1,2,2,"60 to 69"
"3498900000000058989",1,1,2,1,"30 to 39"
"3884700000000062847",1,1,2,1,"50 to 59"
"2108500000000045085",1,1,2,2,"40 to 49"
"2066700000000044667",1,1,2,2,"30 to 39"
"3498700000000058987",1,1,2,1,"18 to 29"
"2107600000000045076",1,1,2,2,"30 to 39"
"2067100000000044671",1,1,2,2,"50 to 59"
"2067200000000044672",1,1,2,2,"50 to 59"
"3994400000000063944",1,1,2,2,"18 to 29"
"2106900000000045069",1,1,2,2,"40 to 49"
"246900000000026469",1,1,2,2,"50 to 59"
"2067700000000044677",1,1,2,2,"40 to 49"
"2067800000000044678",1,1,2,2,"30 to 39"
"645100000000030451",1,1,2,2,"40 to 49"
"2068100000000044681",1,1,2,2,"30 to 39"
"2068200000000044682",1,1,2,2,"30 to 39"
"2106800000000045068",1,1,2,2,"40 to 49"
"2068400000000044684",1,1,2,2,"30 to 39"
"2068500000000044685",1,1,2,2,"40 to 49"
"2068600000000044686",1,1,2,2,"50 to 59"
"247100000000026471",1,1,2,2,"40 to 49"
"2068800000000044688",1,1,2,2,"40 to 49"
"645400000000030454",1,1,2,2,"18 to 29"
"2106700000000045067",1,1,2,2,"60 to 69"
"2069100000000044691",1,1,2,2,"50 to 59"
"2069200000000044692",1,1,2,2,"40 to 49"
"3994200000000063942",1,1,2,2,"50 to 59"
"2069400000000044694",1,1,2,2,"50 to 59"
"2069500000000044695",1,1,2,2,"60 to 69"
"3498600000000058986",1,1,2,1,"18 to 29"
"2069800000000044698",1,1,1,1,"60 to 69"
"2069900000000044699",1,1,2,1,"40 to 49"
"3884400000000062844",1,1,2,1,"30 to 39"
"2070100000000044701",1,1,2,1,"30 to 39"
"247400000000026474",1,1,2,2,"30 to 39"
"3498400000000058984",1,1,2,1,"30 to 39"
"2106000000000045060",1,1,2,2,"30 to 39"
"2105900000000045059",1,1,2,2,"40 to 49"
"2070800000000044708",1,1,2,1,"50 to 59"
"2105500000000045055",1,1,2,2,"50 to 59"
"2071100000000044711",1,1,2,1,"50 to 59"
"3993600000000063936",1,1,2,2,"40 to 49"
"3883800000000062838",1,1,2,2,"30 to 39"
"2105200000000045052",1,1,2,2,"30 to 39"
"2101500000000045015",1,1,2,2,"40 to 49"
"3498300000000058983",1,1,2,1,"40 to 49"
"3498100000000058981",1,1,2,1,"30 to 39"
"2099600000000044996",1,1,2,1,"30 to 39"
"2098700000000044987",1,1,2,1,"18 to 29"
"2098500000000044985",1,1,2,2,"40 to 49"
"247900000000026479",1,1,2,2,"40 to 49"
"2098200000000044982",1,1,2,2,"18 to 29"
"2098000000000044980",1,1,2,2,"30 to 39"
"2072800000000044728",1,1,2,1,"30 to 39"
"2097800000000044978",1,1,2,2,"60 to 69"
"646800000000030468",1,1,2,2,"70 to 79"
"2073100000000044731",1,1,2,1,"50 to 59"
"2097100000000044971",1,1,2,2,"40 to 49"
"2095100000000044951",1,1,2,1,"60 to 69"
"2095000000000044950",1,1,2,1,"40 to 49"
"646900000000030469",1,1,2,2,"40 to 49"
"2073700000000044737",1,1,2,2,"40 to 49"
"2073800000000044738",1,1,2,2,"30 to 39"
"2073900000000044739",1,1,2,2,"30 to 39"
"2074000000000044740",1,1,2,2,"40 to 49"
"2094800000000044948",1,1,2,1,"40 to 49"
"248000000000026480",1,1,2,2,"30 to 39"
"3498000000000058980",1,1,2,1,"40 to 49"
"3992800000000063928",1,1,2,2,"40 to 49"
"647300000000030473",1,1,2,2,"50 to 59"
"3497900000000058979",1,1,2,1,"30 to 39"
"2074800000000044748",1,1,2,2,"30 to 39"
"2074900000000044749",1,1,2,2,"40 to 49"
"3497500000000058975",1,1,4,1,"50 to 59"
"2075100000000044751",1,1,2,2,"18 to 29"
"3497400000000058974",1,1,2,1,"30 to 39"
"647800000000030478",1,1,2,2,"60 to 69"
"2075400000000044754",1,1,3,2,"50 to 59"
"2094700000000044947",1,1,2,1,"40 to 49"
"2075700000000044757",1,1,2,1,"50 to 59"
"3496900000000058969",1,1,2,1,"40 to 49"
"2093900000000044939",1,1,2,2,"18 to 29"
"648100000000030481",1,1,2,2,"30 to 39"
"3883100000000062831",1,1,4,2,"40 to 49"
"3496800000000058968",1,1,2,1,"40 to 49"
"2093200000000044932",1,1,2,2,"40 to 49"
"3882800000000062828",1,1,2,2,"18 to 29"
"2093000000000044930",1,1,2,2,"30 to 39"
"648500000000030485",1,1,2,2,"40 to 49"
"2091300000000044913",1,1,6,2,"18 to 29"
"3882400000000062824",1,1,2,2,"30 to 39"
"648700000000030487",1,1,2,2,"30 to 39"
"2089500000000044895",1,1,2,2,"50 to 59"
"3992700000000063927",1,1,2,2,"30 to 39"
"2089400000000044894",1,1,2,2,"50 to 59"
"3495900000000058959",1,1,2,1,"50 to 59"
"248800000000026488",1,1,2,2,"40 to 49"
"649400000000030494",1,1,4,2,"40 to 49"
"2089200000000044892",1,1,1,2,"18 to 29"
"3882300000000062823",1,1,2,2,"30 to 39"
"2078400000000044784",1,1,2,2,"40 to 49"
"2078500000000044785",1,1,2,2,"50 to 59"
"2078600000000044786",1,1,2,2,"40 to 49"
"2078700000000044787",1,1,2,2,"60 to 69"
"2078800000000044788",1,1,2,2,"30 to 39"
"3495800000000058958",1,1,2,1,"50 to 59"
"2089100000000044891",1,1,2,2,"50 to 59"
"2079200000000044792",1,1,2,1,"30 to 39"
"2088700000000044887",1,1,2,2,"18 to 29"
"2079400000000044794",1,1,2,1,"60 to 69"
"2079500000000044795",1,1,2,1,"50 to 59"
"2088600000000044886",1,1,2,2,"50 to 59"
"649800000000030498",1,1,4,2,"40 to 49"
"2088400000000044884",1,1,2,2,"30 to 39"
"649900000000030499",1,1,2,2,"40 to 49"
"2080000000000044800",1,1,2,1,"50 to 59"
"2088200000000044882",1,1,2,2,"40 to 49"
"2088000000000044880",1,1,1,2,"40 to 49"
"2087800000000044878",1,1,2,2,"40 to 49"
"2087700000000044877",1,1,2,2,"30 to 39"
"2080700000000044807",1,1,2,1,"30 to 39"
"2087400000000044874",1,1,2,2,"30 to 39"
"2087300000000044873",1,1,2,2,"50 to 59"
"2081000000000044810",1,1,2,1,"40 to 49"
"2081100000000044811",1,1,2,1,"30 to 39"
"2087100000000044871",1,1,2,2,"40 to 49"
"2081300000000044813",1,1,2,2,"40 to 49"
"2087000000000044870",1,1,2,2,"40 to 49"
"2081700000000044817",1,1,2,2,"40 to 49"
"2081800000000044818",1,1,2,2,"40 to 49"
"2086900000000044869",1,1,2,2,"30 to 39"
"2082000000000044820",1,1,2,2,"40 to 49"
"2082100000000044821",1,1,2,2,"18 to 29"
"2086700000000044867",1,1,2,2,"30 to 39"
"2082300000000044823",1,1,2,2,"40 to 49"
"2086500000000044865",1,1,2,2,"50 to 59"
"650100000000030501",1,1,2,2,"30 to 39"
"2082600000000044826",1,1,2,2,"50 to 59"
"2082700000000044827",1,1,4,2,"50 to 59"
"2083000000000044830",1,1,2,2,"18 to 29"
"650500000000030505",1,1,2,2,"60 to 69"
"2083300000000044833",1,1,2,2,"30 to 39"
"2086400000000044864",1,1,2,2,"40 to 49"
"249100000000026491",1,1,4,2,"50 to 59"
"2086300000000044863",1,1,1,2,"40 to 49"
"650800000000030508",1,1,2,2,"50 to 59"
"2083900000000044839",1,1,2,1,"18 to 29"
"2086000000000044860",1,1,2,2,"30 to 39"
"2085800000000044858",1,1,2,1,"30 to 39"
"2084300000000044843",1,1,2,1,"18 to 29"
"2085000000000044850",1,1,2,1,"40 to 49"
"2084800000000044848",1,1,2,1,"40 to 49"
"651000000000030510",1,1,2,2,"30 to 39"
"651100000000030511",1,1,2,2,"70 to 79"
"651200000000030512",1,1,2,2,"40 to 49"
"651500000000030515",1,1,2,2,"30 to 39"
"651600000000030516",1,1,2,2,"30 to 39"
"3881900000000062819",1,1,2,1,"30 to 39"
"3881800000000062818",1,1,2,1,"30 to 39"
"3881600000000062816",1,1,2,1,"18 to 29"
"3493800000000058938",1,1,3,1,"50 to 59"
"652200000000030522",1,1,2,2,"50 to 59"
"3493700000000058937",1,1,2,1,"30 to 39"
"652500000000030525",1,1,2,2,"30 to 39"
"249600000000026496",1,1,2,2,"40 to 49"
"3493500000000058935",1,1,2,1,"18 to 29"
"3493300000000058933",1,1,2,1,"18 to 29"
"3493200000000058932",1,1,2,1,"18 to 29"
"3492900000000058929",1,1,1,1,"50 to 59"
"3991500000000063915",1,1,2,2,"30 to 39"
"653300000000030533",1,1,2,2,"18 to 29"
"653400000000030534",1,1,2,2,"40 to 49"
"653500000000030535",1,1,2,2,"60 to 69"
"3492800000000058928",1,1,2,1,"50 to 59"
"654000000000030540",1,1,2,2,"60 to 69"
"3881500000000062815",1,1,2,1,"30 to 39"
"250000000000026500",1,1,2,2,"50 to 59"
"3492500000000058925",1,1,2,1,"50 to 59"
"143700000000025437",1,1,2,1,"50 to 59"
"3991000000000063910",1,1,2,2,"30 to 39"
"3881300000000062813",1,1,2,1,"40 to 49"
"3881100000000062811",1,1,2,1,"70 to 79"
"3880600000000062806",1,1,2,1,"50 to 59"
"3880500000000062805",1,1,2,1,"40 to 49"
"655300000000030553",1,1,2,2,"18 to 29"
"3491600000000058916",1,1,2,1,"60 to 69"
"3491500000000058915",1,1,2,1,"60 to 69"
"3880400000000062804",1,1,1,1,"40 to 49"
"3990800000000063908",1,1,2,2,"40 to 49"
"251100000000026511",1,1,2,2,"40 to 49"
"3990300000000063903",1,1,2,2,"50 to 59"
"251300000000026513",1,1,2,2,"40 to 49"
"3880200000000062802",1,1,1,1,"13 to 17"
"3880100000000062801",1,1,1,1,"30 to 39"
"251600000000026516",1,1,2,2,"30 to 39"
"3491400000000058914",1,1,2,1,"50 to 59"
"3491300000000058913",1,1,2,1,"30 to 39"
"3491200000000058912",1,1,1,1,"30 to 39"
"656900000000030569",1,1,2,2,"60 to 69"
"3879900000000062799",1,1,2,1,"40 to 49"
"3990200000000063902",1,1,2,2,"18 to 29"
"144300000000025443",1,1,2,1,"30 to 39"
"252000000000026520",1,1,2,2,"60 to 69"
"3490900000000058909",1,1,2,1,"40 to 49"
"3490800000000058908",1,1,2,1,"50 to 59"
"3490000000000058900",1,1,2,1,"50 to 59"
"657800000000030578",1,1,2,2,"50 to 59"
"3489900000000058899",1,1,2,1,"40 to 49"
"3879800000000062798",1,1,2,1,"40 to 49"
"658200000000030582",1,1,2,2,"50 to 59"
"3489500000000058895",1,1,2,1,"40 to 49"
"3879000000000062790",1,1,3,1,"70 to 79"
"658600000000030586",1,1,2,2,"30 to 39"
"3489100000000058891",1,1,2,1,"40 to 49"
"658800000000030588",1,1,2,2,"60 to 69"
"3488900000000058889",1,1,2,1,"18 to 29"
"3488800000000058888",1,1,2,1,"40 to 49"
"252300000000026523",1,1,2,2,"30 to 39"
"3488700000000058887",1,1,2,1,"40 to 49"
"3878500000000062785",1,1,2,2,"30 to 39"
"659400000000030594",1,1,2,2,"40 to 49"
"3488400000000058884",1,1,2,1,"18 to 29"
"659600000000030596",1,1,2,2,"40 to 49"
"252500000000026525",1,1,2,2,"30 to 39"
"144400000000025444",1,1,2,1,"40 to 49"
"3488300000000058883",1,1,2,1,"18 to 29"
"252700000000026527",1,1,2,2,"40 to 49"
"3488000000000058880",1,1,2,1,"50 to 59"
"660200000000030602",1,1,2,2,"60 to 69"
"660400000000030604",1,1,2,2,"40 to 49"
"660500000000030605",1,1,2,2,"18 to 29"
"3487700000000058877",1,1,2,1,"30 to 39"
"253000000000026530",1,1,2,2,"50 to 59"
"3487500000000058875",1,1,3,1,"60 to 69"
"3878200000000062782",1,1,2,2,"40 to 49"
"3487300000000058873",1,1,1,1,"40 to 49"
"3487200000000058872",1,1,2,1,"40 to 49"
"3877900000000062779",1,1,2,2,"60 to 69"
"661700000000030617",1,1,2,2,"50 to 59"
"3989800000000063898",1,1,2,2,"30 to 39"
"3877500000000062775",1,1,2,2,"18 to 29"
"662000000000030620",1,1,2,2,"40 to 49"
"3877400000000062774",1,1,2,2,"18 to 29"
"3989400000000063894",1,1,1,2,"50 to 59"
"3487100000000058871",1,1,2,1,"30 to 39"
"3877000000000062770",1,1,2,2,"18 to 29"
"3876900000000062769",1,1,2,2,"40 to 49"
"3486300000000058863",1,1,2,1,"40 to 49"
"663000000000030630",1,1,1,2,"50 to 59"
"663100000000030631",1,1,2,2,"18 to 29"
"663200000000030632",1,1,2,2,"40 to 49"
"254000000000026540",1,1,2,2,"50 to 59"
"254100000000026541",1,1,2,2,"30 to 39"
"254200000000026542",1,1,2,2,"50 to 59"
"3486100000000058861",1,1,2,1,"40 to 49"
"254300000000026543",1,1,2,2,"40 to 49"
"3485800000000058858",1,1,2,1,"40 to 49"
"3485500000000058855",1,1,2,1,"40 to 49"
"254400000000026544",1,1,2,2,"50 to 59"
"664100000000030641",1,1,2,2,"40 to 49"
"3485300000000058853",1,1,2,1,"30 to 39"
"664400000000030644",1,1,2,2,"30 to 39"
"3989000000000063890",1,1,2,2,"30 to 39"
"254600000000026546",1,1,2,2,"18 to 29"
"664700000000030647",1,1,2,1,"30 to 39"
"664800000000030648",1,1,2,1,"40 to 49"
"3484700000000058847",1,1,2,1,"40 to 49"
"3988900000000063889",1,1,2,2,"40 to 49"
"3484400000000058844",1,1,3,1,"40 to 49"
"665500000000030655",1,1,2,2,"30 to 39"
"665600000000030656",1,1,2,2,"40 to 49"
"665700000000030657",1,1,2,2,"30 to 39"
"3876500000000062765",1,1,2,2,"30 to 39"
"255200000000026552",1,1,2,2,"30 to 39"
"255300000000026553",1,1,2,2,"40 to 49"
"666400000000030664",1,1,2,2,"40 to 49"
"255400000000026554",1,1,2,2,"50 to 59"
"3483900000000058839",1,1,1,1,"30 to 39"
"666800000000030668",1,1,2,2,"40 to 49"
"3483800000000058838",1,1,2,1,"30 to 39"
"3483700000000058837",1,1,2,1,"40 to 49"
"3483600000000058836",1,1,2,1,"30 to 39"
"667200000000030672",1,1,2,2,"40 to 49"
"255600000000026556",1,1,2,2,"40 to 49"
"145400000000025454",1,1,2,1,"50 to 59"
"667600000000030676",1,1,2,2,"30 to 39"
"3483500000000058835",1,1,2,1,"60 to 69"
"667800000000030678",1,1,2,1,"40 to 49"
"667900000000030679",1,1,2,1,"40 to 49"
"668100000000030681",1,1,2,1,"50 to 59"
"668200000000030682",1,1,2,1,"18 to 29"
"4019700000000064197",1,1,2,1,"40 to 49"
"668400000000030684",1,1,2,1,"50 to 59"
"3483400000000058834",1,1,2,1,"50 to 59"
"255900000000026559",1,1,2,2,"30 to 39"
"668700000000030687",1,1,2,1,"40 to 49"
"668800000000030688",1,1,2,1,"30 to 39"
"3483300000000058833",1,1,2,1,"50 to 59"
"669100000000030691",1,1,2,2,"60 to 69"
"669200000000030692",1,1,2,2,"40 to 49"
"3483200000000058832",1,1,2,1,"50 to 59"
"669400000000030694",1,1,2,2,"40 to 49"
"669500000000030695",1,1,1,2,"40 to 49"
"669600000000030696",1,1,2,2,"40 to 49"
"3482900000000058829",1,1,2,1,"30 to 39"
"3482800000000058828",1,1,2,1,"50 to 59"
"3876000000000062760",1,1,2,2,"40 to 49"
"256200000000026562",1,1,2,1,"18 to 29"
"3482700000000058827",1,1,2,1,"30 to 39"
"670300000000030703",1,1,2,2,"60 to 69"
"670400000000030704",1,1,3,2,"70 to 79"
"670500000000030705",1,1,2,2,"50 to 59"
"670600000000030706",1,1,4,2,"40 to 49"
"670800000000030708",1,1,2,1,"30 to 39"
"256400000000026564",1,1,2,1,"30 to 39"
"3482500000000058825",1,1,2,1,"30 to 39"
"671300000000030713",1,1,2,1,"18 to 29"
"3482100000000058821",1,1,2,1,"30 to 39"
"3481800000000058818",1,1,2,1,"18 to 29"
"671700000000030717",1,1,2,1,"40 to 49"
"671800000000030718",1,1,2,1,"18 to 29"
"671900000000030719",1,1,2,1,"50 to 59"
"672000000000030720",1,1,2,1,"40 to 49"
"672100000000030721",1,1,2,2,"18 to 29"
"672200000000030722",1,1,2,2,"70 to 79"
"672300000000030723",1,1,2,2,"50 to 59"
"672400000000030724",1,1,2,2,"40 to 49"
"672500000000030725",1,1,2,2,"30 to 39"
"672600000000030726",1,1,3,2,"40 to 49"
"3481400000000058814",1,1,2,1,"18 to 29"
"256500000000026565",1,1,2,1,"18 to 29"
"673000000000030730",1,1,2,2,"30 to 39"
"256600000000026566",1,1,2,1,"40 to 49"
"256700000000026567",1,1,2,1,"30 to 39"
"256800000000026568",1,1,2,1,"40 to 49"
"673400000000030734",1,1,2,2,"50 to 59"
"673800000000030738",1,1,2,2,"30 to 39"
"673900000000030739",1,1,2,2,"40 to 49"
"674000000000030740",1,1,2,2,"50 to 59"
"674100000000030741",1,1,2,2,"50 to 59"
"674200000000030742",1,1,2,2,"60 to 69"
"674300000000030743",1,1,2,2,"30 to 39"
"674400000000030744",1,1,2,2,"70 to 79"
"674500000000030745",1,1,2,2,"18 to 29"
"3875500000000062755",1,1,2,2,"40 to 49"
"3480700000000058807",1,1,2,1,"40 to 49"
"3480600000000058806",1,1,2,1,"30 to 39"
"3480500000000058805",1,1,2,1,"30 to 39"
"675200000000030752",1,1,2,2,"50 to 59"
"3480200000000058802",1,1,2,1,"40 to 49"
"3480100000000058801",1,1,2,1,"50 to 59"
"257000000000026570",1,1,2,1,"40 to 49"
"257200000000026572",1,1,2,1,"30 to 39"
"675800000000030758",1,1,2,1,"40 to 49"
"3875400000000062754",1,1,2,2,"30 to 39"
"257400000000026574",1,1,1,1,"30 to 39"
"3875100000000062751",1,1,2,2,"30 to 39"
"676200000000030762",1,1,2,1,"30 to 39"
"676300000000030763",1,1,2,1,"30 to 39"
"676400000000030764",1,1,2,1,"40 to 49"
"3479900000000058799",1,1,2,1,"40 to 49"
"3874900000000062749",1,1,2,2,"40 to 49"
"3479800000000058798",1,1,2,1,"30 to 39"
"3479600000000058796",1,1,2,1,"18 to 29"
"257700000000026577",1,1,2,1,"40 to 49"
"3479500000000058795",1,1,2,1,"30 to 39"
"3874500000000062745",1,1,2,2,"50 to 59"
"3479400000000058794",1,1,2,1,"50 to 59"
"3479300000000058793",1,1,2,1,"30 to 39"
"677500000000030775",1,1,2,2,"50 to 59"
