"hhid","h04_sex","h13_did_work","h14_cls_wkr","hgc"
"2869500000000052695",1,1,3,"Grade 1 to Grade 6/7"
"2869600000000052696",1,1,3,"No Grade Completed"
"2869700000000052697",1,1,3,"No Grade Completed"
"2869800000000052698",1,1,3,"Grade 1 to Grade 6/7"
"2869900000000052699",1,2,"","Grade 1 to Grade 6/7"
"2870100000000052701",1,1,3,"No Grade Completed"
"2870200000000052702",1,1,3,"No Grade Completed"
"2870300000000052703",1,1,3,"JHS Undergraduate"
"2870400000000052704",1,1,3,"Grade 1 to Grade 6/7"
"2870500000000052705",1,1,3,"No Grade Completed"
"2870600000000052706",1,1,3,"Grade 1 to Grade 6/7"
"2870700000000052707",1,1,3,"Grade 1 to Grade 6/7"
"2870800000000052708",1,1,3,"Grade 1 to Grade 6/7"
"2870900000000052709",1,1,3,"Grade 1 to Grade 6/7"
"2871000000000052710",1,1,3,"No Grade Completed"
"2871100000000052711",1,1,3,"Bachelor Level Education Undergrad"
"2871200000000052712",1,1,3,"Grade 1 to Grade 6/7"
"2871300000000052713",1,1,2,"Bachelor Level Education Graduate"
"2871400000000052714",1,1,3,"Grade 1 to Grade 6/7"
"2871500000000052715",1,1,3,"No Grade Completed"
"2871600000000052716",1,1,3,"No Grade Completed"
"2871800000000052718",1,1,3,"No Grade Completed"
"2871900000000052719",1,1,3,"No Grade Completed"
"2872000000000052720",1,1,3,"No Grade Completed"
"2872100000000052721",1,1,3,"No Grade Completed"
"2872200000000052722",1,1,3,"No Grade Completed"
"2872300000000052723",1,1,3,"No Grade Completed"
"2872400000000052724",1,1,3,"No Grade Completed"
"2872500000000052725",1,2,"","No Grade Completed"
"2872600000000052726",1,1,3,"No Grade Completed"
"2872700000000052727",1,1,3,"No Grade Completed"
"2872800000000052728",1,1,3,"No Grade Completed"
"2872900000000052729",1,1,3,"No Grade Completed"
"2873000000000052730",1,1,3,"No Grade Completed"
"2873100000000052731",1,1,3,"No Grade Completed"
"2873200000000052732",1,1,3,"No Grade Completed"
"2873300000000052733",1,1,3,"No Grade Completed"
"2873400000000052734",1,1,3,"No Grade Completed"
"2873500000000052735",1,1,3,"No Grade Completed"
"2873600000000052736",1,1,3,"No Grade Completed"
"2873700000000052737",1,1,3,"No Grade Completed"
"2873800000000052738",1,1,3,"No Grade Completed"
"2873900000000052739",1,1,3,"No Grade Completed"
"2874000000000052740",1,1,3,"Grade 1 to Grade 6/7"
"2874100000000052741",1,1,3,"Post Secondary/Non Tertiary Education Undergrad"
"2874200000000052742",1,1,3,"No Grade Completed"
"2874300000000052743",1,1,3,"Bachelor Level Education Undergrad"
"2874400000000052744",1,1,3,"Grade 1 to Grade 6/7"
"2874500000000052745",1,1,3,"No Grade Completed"
"2874600000000052746",1,1,3,"Grade 1 to Grade 6/7"
"2874800000000052748",1,1,3,"No Grade Completed"
"2875000000000052750",1,1,3,"Grade 1 to Grade 6/7"
"2875100000000052751",1,1,3,"No Grade Completed"
"2875200000000052752",1,1,3,"JHS Graduate"
"2875300000000052753",1,1,3,"No Grade Completed"
"2875400000000052754",1,1,3,"Grade 1 to Grade 6/7"
"2875500000000052755",1,1,3,"No Grade Completed"
"2875600000000052756",1,1,3,"Grade 1 to Grade 6/7"
"2875800000000052758",1,1,3,"Grade 1 to Grade 6/7"
"2875900000000052759",1,1,3,"Grade 1 to Grade 6/7"
"2876000000000052760",1,1,3,"Grade 1 to Grade 6/7"
"2876100000000052761",1,2,"","Grade 1 to Grade 6/7"
"2876200000000052762",1,1,1,"JHS Undergraduate"
"2876400000000052764",1,1,1,"Grade 1 to Grade 6/7"
"2876500000000052765",1,2,"","Grade 1 to Grade 6/7"
"2876600000000052766",1,2,"","Grade 1 to Grade 6/7"
"2876700000000052767",1,1,3,"Grade 1 to Grade 6/7"
"2876800000000052768",1,1,1,"Grade 1 to Grade 6/7"
"2877000000000052770",1,1,1,"Grade 1 to Grade 6/7"
"2877200000000052772",1,1,1,"JHS Graduate"
"2877300000000052773",1,1,1,"JHS Undergraduate"
"2877400000000052774",1,1,3,"Grade 1 to Grade 6/7"
"2877500000000052775",1,1,1,"Grade 1 to Grade 6/7"
"2877600000000052776",1,1,1,"Grade 1 to Grade 6/7"
"2877700000000052777",1,1,1,"Grade 1 to Grade 6/7"
"2877800000000052778",1,1,1,"Grade 1 to Grade 6/7"
"2877900000000052779",1,1,1,"JHS Undergraduate"
"2878000000000052780",1,1,2,"JHS Undergraduate"
"2878200000000052782",1,1,1,"Grade 1 to Grade 6/7"
"2878300000000052783",1,1,3,"Grade 1 to Grade 6/7"
"2878400000000052784",1,1,3,"JHS Graduate"
"2878600000000052786",1,1,1,"Bachelor Level Education Undergrad"
"2878700000000052787",1,1,1,"JHS Undergraduate"
"2878800000000052788",1,1,1,"Bachelor Level Education Undergrad"
"2878900000000052789",1,1,3,"JHS Undergraduate"
"2879100000000052791",1,1,1,"Elementary Graduate"
"2879200000000052792",1,2,"","Elementary Graduate"
"2879300000000052793",1,2,"","JHS Undergraduate"
"2879600000000052796",1,2,"","JHS Undergraduate"
"2879800000000052798",1,2,"","Post Secondary/Non Tertiary Education Undergrad"
"2879900000000052799",1,1,1,"JHS Undergraduate"
"2880200000000052802",1,1,3,"JHS Undergraduate"
"2880300000000052803",1,1,2,"Bachelor Level Education Graduate"
"2880400000000052804",1,2,"","Grade 1 to Grade 6/7"
"2880700000000052807",1,2,"","Bachelor Level Education Undergrad"
"2880800000000052808",1,2,"","Bachelor Level Education Graduate"
"2880900000000052809",1,1,1,"JHS Undergraduate"
"2881000000000052810",1,2,"","Bachelor Level Education Graduate"
"2881100000000052811",1,2,"","Grade 1 to Grade 6/7"
"2881200000000052812",1,1,2,"Bachelor Level Education Graduate"
"2881300000000052813",1,1,1,"JHS Graduate"
"2881600000000052816",1,1,2,"Bachelor Level Education Graduate"
"2881700000000052817",1,1,3,"Bachelor Level Education Graduate"
"2881800000000052818",1,1,3,"Grade 1 to Grade 6/7"
"2882000000000052820",1,2,"","Bachelor Level Education Graduate"
"2882100000000052821",1,2,"","Grade 1 to Grade 6/7"
"2882200000000052822",1,1,1,"Bachelor Level Education Graduate"
"2882300000000052823",1,1,3,"JHS Undergraduate"
"2882400000000052824",1,1,2,"Bachelor Level Education Graduate"
"2882500000000052825",1,1,3,"Grade 1 to Grade 6/7"
"2882600000000052826",1,1,1,"No Grade Completed"
"2882700000000052827",1,1,3,"Bachelor Level Education Graduate"
"2882800000000052828",1,1,1,"JHS Undergraduate"
"2882900000000052829",1,2,"","Grade 1 to Grade 6/7"
"2883000000000052830",1,2,"","Grade 1 to Grade 6/7"
"2883200000000052832",1,1,3,"Bachelor Level Education Undergrad"
"2883300000000052833",1,2,"","JHS Undergraduate"
"2883400000000052834",1,1,1,"JHS Undergraduate"
"2883500000000052835",1,1,3,"Bachelor Level Education Undergrad"
"2883600000000052836",1,1,1,"JHS Undergraduate"
"2883900000000052839",1,1,1,"JHS Undergraduate"
"2884000000000052840",1,1,3,"Grade 1 to Grade 6/7"
"2884100000000052841",1,1,2,"Grade 1 to Grade 6/7"
"2884300000000052843",1,1,3,"Grade 1 to Grade 6/7"
"2884400000000052844",1,1,3,"Grade 1 to Grade 6/7"
"2884600000000052846",1,1,4,"Elementary Graduate"
"2884700000000052847",1,1,3,"No Grade Completed"
"2884800000000052848",1,1,3,"JHS Undergraduate"
"2884900000000052849",1,1,3,"Grade 1 to Grade 6/7"
"2885000000000052850",1,1,2,"Elementary Graduate"
"2885100000000052851",1,1,3,"Grade 1 to Grade 6/7"
"2885200000000052852",1,1,3,"Elementary Graduate"
"2885300000000052853",1,1,3,"Grade 1 to Grade 6/7"
"2885500000000052855",1,2,"","JHS Undergraduate"
"2885700000000052857",1,2,"","Grade 1 to Grade 6/7"
"2885800000000052858",1,1,1,"JHS Graduate"
"2885900000000052859",1,1,1,"Grade 1 to Grade 6/7"
"2886000000000052860",1,2,"","Grade 1 to Grade 6/7"
"2886100000000052861",1,1,3,"Grade 1 to Grade 6/7"
"2886200000000052862",1,2,"","JHS Graduate"
"2886300000000052863",1,1,1,"Grade 1 to Grade 6/7"
"2886400000000052864",1,1,1,"Grade 1 to Grade 6/7"
"2886800000000052868",1,2,"","JHS Graduate"
"2886900000000052869",1,2,"","JHS Undergraduate"
"2887000000000052870",1,1,3,"Grade 1 to Grade 6/7"
"2887200000000052872",1,1,3,"JHS Undergraduate"
"2887300000000052873",1,1,3,"JHS Graduate"
"2887400000000052874",1,1,1,"Bachelor Level Education Undergrad"
"2887500000000052875",1,2,"","Grade 1 to Grade 6/7"
"2887600000000052876",1,2,"","JHS Undergraduate"
"2887700000000052877",1,1,3,"JHS Undergraduate"
"2887900000000052879",1,1,3,"JHS Graduate"
"2888000000000052880",1,1,1,"No Grade Completed"
"2888100000000052881",1,1,3,"Bachelor Level Education Graduate"
"2888200000000052882",1,1,1,"Elementary Graduate"
"2888300000000052883",1,1,1,"Bachelor Level Education Undergrad"
"2888400000000052884",1,1,2,"Bachelor Level Education Graduate"
"2888500000000052885",1,1,3,"Elementary Graduate"
"2888600000000052886",1,1,1,"JHS Graduate"
"2888800000000052888",1,1,1,"Grade 1 to Grade 6/7"
"2888900000000052889",1,2,"","Grade 1 to Grade 6/7"
"2889000000000052890",1,1,1,"Grade 1 to Grade 6/7"
"2889100000000052891",1,1,3,"Grade 1 to Grade 6/7"
"2889200000000052892",1,1,3,"JHS Graduate"
"2889300000000052893",1,2,"","Bachelor Level Education Undergrad"
"2889400000000052894",1,1,1,"JHS Undergraduate"
"2889500000000052895",1,1,2,"Elementary Graduate"
"2889600000000052896",1,1,1,"Grade 1 to Grade 6/7"
"2889700000000052897",1,1,3,"Grade 1 to Grade 6/7"
"2889900000000052899",1,1,3,"Grade 1 to Grade 6/7"
"2890000000000052900",1,1,1,"JHS Undergraduate"
"2890100000000052901",1,2,"","JHS Undergraduate"
"2890200000000052902",1,1,1,"Grade 1 to Grade 6/7"
"2890300000000052903",1,1,1,"Grade 1 to Grade 6/7"
"2890400000000052904",1,1,1,"Grade 1 to Grade 6/7"
"2890700000000052907",1,1,3,"JHS Undergraduate"
"2890800000000052908",1,2,"","Grade 1 to Grade 6/7"
"2890900000000052909",1,1,1,"JHS Undergraduate"
"2891000000000052910",1,1,3,"Grade 1 to Grade 6/7"
"2891100000000052911",1,1,2,"Post Secondary/Non Tertiary Education Undergrad"
"2891300000000052913",1,1,3,"Grade 1 to Grade 6/7"
"2891500000000052915",1,2,"","JHS Undergraduate"
"2891600000000052916",1,1,1,"Grade 1 to Grade 6/7"
"2891700000000052917",1,1,1,"Elementary Graduate"
"2891800000000052918",1,1,1,"JHS Graduate"
"2891900000000052919",1,1,3,"JHS Graduate"
"2892000000000052920",1,1,1,"Grade 1 to Grade 6/7"
"2892100000000052921",1,1,1,"JHS Graduate"
"2892300000000052923",1,1,1,"Grade 1 to Grade 6/7"
"2892500000000052925",1,1,3,"Grade 1 to Grade 6/7"
"2892600000000052926",1,1,1,"JHS Graduate"
"2892700000000052927",1,2,"","Grade 1 to Grade 6/7"
"2892800000000052928",1,1,3,"JHS Graduate"
"2892900000000052929",1,1,1,"Grade 1 to Grade 6/7"
"2893000000000052930",1,2,"","Grade 1 to Grade 6/7"
"2893100000000052931",1,1,1,"Grade 1 to Grade 6/7"
"2893200000000052932",1,1,1,"JHS Graduate"
"2893300000000052933",1,1,3,"Grade 1 to Grade 6/7"
"2893400000000052934",1,1,1,"JHS Graduate"
"2893500000000052935",1,1,3,"Grade 1 to Grade 6/7"
"2893600000000052936",1,1,3,"Grade 1 to Grade 6/7"
"2893700000000052937",1,2,"","Grade 1 to Grade 6/7"
"2893800000000052938",1,1,1,"Grade 1 to Grade 6/7"
"2893900000000052939",1,1,6,"JHS Graduate"
"2894100000000052941",1,1,1,"JHS Graduate"
"2894200000000052942",1,1,3,"Grade 1 to Grade 6/7"
"2894500000000052945",1,2,"","JHS Graduate"
"2894800000000052948",1,1,1,"JHS Undergraduate"
"2895000000000052950",1,1,3,"Elementary Graduate"
"2895100000000052951",1,1,4,"Elementary Graduate"
"2895200000000052952",1,1,3,"JHS Graduate"
"2895400000000052954",1,1,1,"JHS Graduate"
"2895500000000052955",1,1,1,"Bachelor Level Education Graduate"
"2895600000000052956",1,1,1,"Grade 1 to Grade 6/7"
"2895700000000052957",1,2,"","Bachelor Level Education Graduate"
"2895800000000052958",1,1,1,"Elementary Graduate"
"2895900000000052959",1,1,3,"JHS Graduate"
"2896000000000052960",1,1,1,"Grade 1 to Grade 6/7"
"2896100000000052961",1,1,4,"Elementary Graduate"
"2896200000000052962",1,2,"","Elementary Graduate"
"2896300000000052963",1,1,1,"Grade 1 to Grade 6/7"
"2896400000000052964",1,1,1,"JHS Graduate"
"2896500000000052965",1,1,3,"Grade 1 to Grade 6/7"
"2896600000000052966",1,1,2,"JHS Undergraduate"
"2896700000000052967",1,1,3,"JHS Undergraduate"
"2896900000000052969",1,1,3,"Grade 1 to Grade 6/7"
"2897000000000052970",1,1,1,"Grade 1 to Grade 6/7"
"2897100000000052971",1,1,1,"JHS Undergraduate"
"2897200000000052972",1,1,1,"Grade 1 to Grade 6/7"
"2897400000000052974",1,1,2,"Bachelor Level Education Graduate"
"2897500000000052975",1,1,1,"Grade 1 to Grade 6/7"
"2897600000000052976",1,1,1,"Elementary Graduate"
"2897700000000052977",1,1,4,"Grade 1 to Grade 6/7"
"2897800000000052978",1,1,4,"Bachelor Level Education Graduate"
"2897900000000052979",1,1,4,"Elementary Graduate"
"2898000000000052980",1,1,1,"Grade 1 to Grade 6/7"
"2898200000000052982",1,1,3,"JHS Graduate"
"2898300000000052983",1,1,1,"Elementary Graduate"
"2898400000000052984",1,1,1,"Grade 1 to Grade 6/7"
"2898500000000052985",1,1,1,"Bachelor Level Education Graduate"
"2898600000000052986",1,1,1,"JHS Undergraduate"
"2898700000000052987",1,1,1,"Bachelor Level Education Graduate"
"2898800000000052988",1,1,1,"Elementary Graduate"
"2898900000000052989",1,1,1,"Grade 1 to Grade 6/7"
"2899000000000052990",1,1,1,"Elementary Graduate"
"2899100000000052991",1,1,1,"Elementary Graduate"
"2899200000000052992",1,1,1,"Grade 1 to Grade 6/7"
"2899300000000052993",1,1,2,"Bachelor Level Education Graduate"
"2899400000000052994",1,1,1,"JHS Undergraduate"
"2899500000000052995",1,1,1,"Elementary Graduate"
"2899700000000052997",1,1,3,"Bachelor Level Education Graduate"
"2899900000000052999",1,1,1,"Bachelor Level Education Graduate"
"2900000000000053000",1,1,1,"Bachelor Level Education Graduate"
"2900100000000053001",1,1,1,"Bachelor Level Education Graduate"
"2900200000000053002",1,1,1,"Elementary Graduate"
"2900300000000053003",1,2,"","JHS Graduate"
"2900400000000053004",1,1,1,"JHS Graduate"
"2900500000000053005",1,1,3,"Short Cycle Tertiary Education Graduate"
"2900600000000053006",1,2,"","Grade 1 to Grade 6/7"
"2900700000000053007",1,2,"","Grade 1 to Grade 6/7"
"2900800000000053008",1,1,6,"Bachelor Level Education Graduate"
"2901200000000053012",1,1,3,"Bachelor Level Education Undergrad"
"2901300000000053013",1,1,1,"Grade 1 to Grade 6/7"
"2901400000000053014",1,1,3,"Grade 1 to Grade 6/7"
"2901500000000053015",1,1,1,"JHS Graduate"
"2901600000000053016",1,1,3,"JHS Undergraduate"
"2901700000000053017",1,1,2,"JHS Undergraduate"
"2901800000000053018",1,1,4,"Bachelor Level Education Undergrad"
"2901900000000053019",1,1,4,"Bachelor Level Education Graduate"
"2902100000000053021",1,1,1,"JHS Graduate"
"2902200000000053022",1,1,3,"JHS Undergraduate"
"2902300000000053023",1,1,3,"Elementary Graduate"
"2902400000000053024",1,1,2,"Bachelor Level Education Graduate"
"2902500000000053025",1,1,0,"JHS Undergraduate"
"2902600000000053026",1,1,4,"Bachelor Level Education Graduate"
"2902700000000053027",1,1,1,"Short Cycle Tertiary Education Graduate"
"2902800000000053028",1,1,6,"JHS Graduate"
"2902900000000053029",1,1,1,"Grade 1 to Grade 6/7"
"2903000000000053030",1,1,1,"JHS Graduate"
"2903100000000053031",1,1,3,"Bachelor Level Education Graduate"
"2903200000000053032",1,1,2,"Bachelor Level Education Graduate"
"2903400000000053034",1,2,"","Bachelor Level Education Graduate"
"2903500000000053035",1,1,5,"Grade 1 to Grade 6/7"
"2903700000000053037",1,1,1,"Bachelor Level Education Undergrad"
"2903800000000053038",1,1,2,"Bachelor Level Education Undergrad"
"2903900000000053039",1,1,4,"Grade 1 to Grade 6/7"
"2904000000000053040",1,1,2,"Bachelor Level Education Graduate"
"2904100000000053041",1,1,3,"Post Secondary/Non Tertiary Education Graduate"
"2904300000000053043",1,1,6,"JHS Undergraduate"
"2904400000000053044",1,1,1,"JHS Undergraduate"
"2904500000000053045",1,1,2,"JHS Undergraduate"
"2904600000000053046",1,1,1,"Bachelor Level Education Undergrad"
"2904700000000053047",1,1,1,"Grade 1 to Grade 6/7"
"2904800000000053048",1,1,1,"JHS Graduate"
"2904900000000053049",1,1,1,"Bachelor Level Education Undergrad"
"2905000000000053050",1,1,1,"JHS Undergraduate"
"2905300000000053053",1,1,1,"JHS Graduate"
"2905500000000053055",1,2,"","Bachelor Level Education Undergrad"
"2905600000000053056",1,1,1,"Bachelor Level Education Undergrad"
"2905700000000053057",1,1,1,"Elementary Graduate"
"2905800000000053058",1,2,"","Grade 1 to Grade 6/7"
"2905900000000053059",1,1,1,"JHS Undergraduate"
"2906000000000053060",1,1,2,"JHS Graduate"
"2906100000000053061",1,1,3,"Bachelor Level Education Undergrad"
"2906200000000053062",1,1,2,"Bachelor Level Education Graduate"
"2906300000000053063",1,1,1,"JHS Graduate"
"2906500000000053065",1,2,"","Bachelor Level Education Undergrad"
"2906600000000053066",1,1,3,"Bachelor Level Education Graduate"
"2906700000000053067",1,2,"","SHS Academic Track Undergrad"
"2906800000000053068",1,2,"","SHS Academic Track Undergrad"
"2907000000000053070",1,1,3,"Bachelor Level Education Undergrad"
"2907200000000053072",1,1,3,"JHS Graduate"
"2907300000000053073",1,1,1,"Bachelor Level Education Graduate"
"2907600000000053076",1,1,1,"Grade 1 to Grade 6/7"
"2907700000000053077",1,1,1,"Grade 1 to Grade 6/7"
"2907800000000053078",1,1,1,"JHS Graduate"
"2907900000000053079",1,1,1,"JHS Graduate"
"2908000000000053080",1,2,"","Elementary Graduate"
"2908100000000053081",1,2,"","JHS Undergraduate"
"2908200000000053082",1,1,1,"JHS Undergraduate"
"2908400000000053084",1,1,3,"JHS Undergraduate"
"2908500000000053085",1,1,2,"Bachelor Level Education Graduate"
"2908600000000053086",1,1,1,"JHS Undergraduate"
"2908700000000053087",1,1,1,"Bachelor Level Education Graduate"
"2908800000000053088",1,1,1,"JHS Graduate"
"2908900000000053089",1,1,1,"JHS Graduate"
"2909000000000053090",1,1,3,"JHS Graduate"
"2909200000000053092",1,1,1,"Grade 1 to Grade 6/7"
"2909500000000053095",1,1,2,"Bachelor Level Education Graduate"
"2909600000000053096",1,1,3,"Bachelor Level Education Undergrad"
"2909900000000053099",1,1,6,"Bachelor Level Education Graduate"
"2910000000000053100",1,1,2,"JHS Undergraduate"
"2910100000000053101",1,1,3,"Grade 1 to Grade 6/7"
"2910200000000053102",1,1,2,"Elementary Graduate"
"2910400000000053104",1,2,"","Bachelor Level Education Graduate"
"2910500000000053105",1,1,3,"Bachelor Level Education Undergrad"
"2910600000000053106",1,1,2,"Bachelor Level Education Graduate"
"2910700000000053107",1,2,"","JHS Graduate"
"2910800000000053108",1,2,"","Bachelor Level Education Graduate"
"2911300000000053113",1,1,2,"Short Cycle Tertiary Education Graduate"
"2911400000000053114",1,1,1,"Grade 1 to Grade 6/7"
"2911500000000053115",1,1,2,"Bachelor Level Education Undergrad"
"2911600000000053116",1,1,2,"Bachelor Level Education Undergrad"
"2911800000000053118",1,2,"","JHS Graduate"
"2912000000000053120",1,1,1,"JHS Graduate"
"2912100000000053121",1,1,3,"Bachelor Level Education Undergrad"
"2912200000000053122",1,1,3,"Grade 1 to Grade 6/7"
"2912300000000053123",1,2,"","Bachelor Level Education Undergrad"
"2912400000000053124",1,1,3,"Grade 1 to Grade 6/7"
"2912500000000053125",1,1,3,"Grade 1 to Grade 6/7"
"2912700000000053127",1,1,3,"Bachelor Level Education Undergrad"
"2912900000000053129",1,2,"","Bachelor Level Education Graduate"
"2913000000000053130",1,1,3,"Elementary Graduate"
"2913100000000053131",1,2,"","JHS Graduate"
"2913200000000053132",1,2,"","JHS Graduate"
"2913300000000053133",1,1,3,"Bachelor Level Education Undergrad"
"2913400000000053134",1,1,2,"Bachelor Level Education Graduate"
"2913600000000053136",1,2,"","JHS Graduate"
"2913700000000053137",1,1,1,"Bachelor Level Education Graduate"
"2913800000000053138",1,1,3,"Grade 1 to Grade 6/7"
"2913900000000053139",1,1,1,"Grade 1 to Grade 6/7"
"2914000000000053140",1,1,2,"Bachelor Level Education Graduate"
"2914200000000053142",1,1,3,"JHS Graduate"
"2914300000000053143",1,1,3,"Post Secondary/Non Tertiary Education Graduate"
"2914400000000053144",1,1,1,"Bachelor Level Education Undergrad"
"2914500000000053145",1,2,"","JHS Undergraduate"
"2914600000000053146",1,1,1,"JHS Graduate"
"2914700000000053147",1,2,"","Grade 1 to Grade 6/7"
"2914900000000053149",1,1,2,"Bachelor Level Education Graduate"
"2915000000000053150",1,1,3,"JHS Graduate"
"2915300000000053153",1,1,3,"Elementary Graduate"
"2915500000000053155",1,1,4,"Bachelor Level Education Graduate"
"2915600000000053156",1,1,3,"JHS Undergraduate"
"2915700000000053157",1,1,3,"JHS Undergraduate"
"2915800000000053158",1,1,1,"JHS Undergraduate"
"2916000000000053160",1,1,1,"Elementary Graduate"
"2916100000000053161",1,1,3,"JHS Undergraduate"
"2916200000000053162",1,1,0,"Grade 1 to Grade 6/7"
"2916300000000053163",1,1,3,"JHS Undergraduate"
"2916400000000053164",1,1,3,"Elementary Graduate"
"2916500000000053165",1,1,1,"Elementary Graduate"
"2916700000000053167",1,1,1,"Grade 1 to Grade 6/7"
"2916800000000053168",1,1,1,"Grade 1 to Grade 6/7"
"2916900000000053169",1,1,1,"Grade 1 to Grade 6/7"
"2917000000000053170",1,1,3,"Elementary Graduate"
"2917200000000053172",1,1,3,"JHS Undergraduate"
"2917300000000053173",1,1,3,"Grade 1 to Grade 6/7"
"2917400000000053174",1,1,3,"Bachelor Level Education Graduate"
"2917500000000053175",1,1,1,"Grade 1 to Grade 6/7"
"2917600000000053176",1,1,1,"Grade 1 to Grade 6/7"
"2917700000000053177",1,1,1,"Grade 1 to Grade 6/7"
"2917800000000053178",1,1,3,"Grade 1 to Grade 6/7"
"2918100000000053181",1,1,1,"Grade 1 to Grade 6/7"
