REG,HHID,H3,H4,H6,H8,H5_A,H5_B,H5_C,H5_D,H5_E,H5_F,H7_A,H7_B,H7_C,H7_D,H7_E,H7_F,H9_A,H9_B,H9_C,H9_D,H9_E,H9_F,H9_G,H9_H,H9_I,H9_J,H9_K,H9_L,H9_M
3,002171300000000045713,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002171400000000045714,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002171500000000045715,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002171600000000045716,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002171700000000045717,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002171800000000045718,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002171900000000045719,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172000000000045720,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172100000000045721,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172200000000045722,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172300000000045723,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172400000000045724,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172500000000045725,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172600000000045726,2,2,2,1,,,,,,,,,,,,,1,,3,4,,6,,8,9,,11,,
3,002172700000000045727,1,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,
3,002172800000000045728,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002172900000000045729,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002173000000000045730,2,2,2,1,,,,,,,,,,,,,,,3,4,,,,,,10,,,
3,002173100000000045731,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,,,,10,,,
3,002173200000000045732,1,2,2,1,,,,,,,,,,,,,1,,3,4,,6,,,,10,,12,
3,002173300000000045733,1,2,2,1,,,,,,,,,,,,,,,3,4,5,6,,,,10,,12,
3,002173400000000045734,1,2,2,1,,,,,,,,,,,,,,2,3,4,5,6,,,,10,,,
3,002173500000000045735,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,,,,10,,,
3,002173600000000045736,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,,,,10,,12,
3,002173700000000045737,1,2,2,1,,,,,,,,,,,,,,,3,4,5,6,,,,10,,12,
3,002173800000000045738,1,2,2,1,,,,,,,,,,,,,,,,4,5,6,,,,10,,12,
3,002173900000000045739,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,,,,10,,12,
3,002174000000000045740,1,2,2,1,,,,,,,,,,,,,,,3,4,5,6,,,,10,,12,
3,002174100000000045741,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,,,,10,,,
3,002174200000000045742,2,2,2,1,,,,,,,,,,,,,,,,4,5,6,,,,10,,,
3,002174300000000045743,2,2,2,1,,,,,,,,,,,,,,,,4,5,,,,9,,,,
3,002174400000000045744,2,2,2,1,,,,,,,,,,,,,1,2,3,4,,6,7,,9,10,,,
3,002174500000000045745,2,2,2,1,,,,,,,,,,,,,,2,,4,,,7,,9,10,,,
3,002174600000000045746,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002174700000000045747,1,2,2,1,,,,,,,,,,,,,,,,4,,6,,,,,,,13
3,002174800000000045748,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
3,002174900000000045749,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002175000000000045750,2,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,13
3,002175100000000045751,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002175200000000045752,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002175300000000045753,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002175400000000045754,2,2,2,1,,,,,,,,,,,,,,2,,4,,,7,,9,10,,,
3,002175500000000045755,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002175600000000045756,1,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
3,002175700000000045757,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002175800000000045758,1,2,2,1,,,,,,,,,,,,,,2,,,,,7,,,,,,13
3,002175900000000045759,2,2,2,1,,,,,,,,,,,,,,2,,4,,6,,,9,,,,13
3,002176000000000045760,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002176100000000045761,3,,2,1,,,,,,,,,,,,,1,2,,,,,7,,9,,,,
3,002176200000000045762,1,2,2,1,,,,,,,,,,,,,1,2,3,,,6,,,,,,,
3,002176300000000045763,1,2,2,1,,,,,,,,,,,,,1,2,,4,5,,,,,,,12,
3,002176400000000045764,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002176500000000045765,1,2,2,1,,,,,,,,,,,,,1,2,3,,,6,,,,,,,
3,002176600000000045766,1,2,2,1,,,,,,,,,,,,,1,2,,,,6,7,,,,,,
3,002176700000000045767,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002176800000000045768,1,2,2,1,,,,,,,,,,,,,,2,3,4,5,6,,,,,,12,
3,002176900000000045769,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002177000000000045770,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002177100000000045771,1,2,2,1,,,,,,,,,,,,,1,2,,4,,6,,,,,,,
3,002177200000000045772,1,1,2,1,,,,4,,,,,,,,,1,2,3,,,,7,,,,,,
3,002177300000000045773,1,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
3,002177400000000045774,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002177500000000045775,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002177600000000045776,1,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,,,,,11,,
3,002177700000000045777,1,2,2,1,,,,,,,,,,,,,1,2,,,,6,7,,,,,,
3,002177800000000045778,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002177900000000045779,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002178000000000045780,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002178100000000045781,1,2,2,1,,,,,,,,,,,,,1,2,3,4,5,,7,,,10,11,12,
3,002178200000000045782,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002178300000000045783,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002178400000000045784,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002178500000000045785,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002178600000000045786,1,2,2,1,,,,,,,,,,,,,1,2,3,4,,,7,,,,,12,
3,002178700000000045787,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,12,
3,002178800000000045788,1,2,2,1,,,,,,,,,,,,,1,2,3,4,5,,,,,,11,12,
3,002178900000000045789,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179000000000045790,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179100000000045791,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179200000000045792,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179300000000045793,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179400000000045794,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179500000000045795,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179600000000045796,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179700000000045797,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179800000000045798,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002179900000000045799,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180000000000045800,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180100000000045801,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180200000000045802,2,2,2,1,,,,,,,,,,,,,,,,4,,,7,,,,,,
3,002180300000000045803,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180400000000045804,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180500000000045805,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180600000000045806,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180700000000045807,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180800000000045808,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002180900000000045809,2,2,2,1,,,,,,,,,,,,,,2,3,4,,6,,8,9,,11,,
3,002181000000000045810,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002181100000000045811,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,7,8,,,11,,
3,002181200000000045812,2,2,2,1,,,,,,,,,,,,,,,3,4,5,6,,8,9,,,,
3,002181300000000045813,2,2,2,1,,,,,,,,,,,,,1,,3,4,,6,,8,,,,,
3,002181400000000045814,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002181500000000045815,2,2,2,1,,,,,,,,,,,,,,,,4,,6,,8,9,,11,,
3,002181600000000045816,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002181700000000045817,2,2,2,1,,,,,,,,,,,,,1,2,3,4,,6,,8,,,11,,
3,002181800000000045818,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002181900000000045819,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,002182000000000045820,1,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
2,002182100000000045821,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002182200000000045822,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002182300000000045823,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002182400000000045824,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002182500000000045825,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002182600000000045826,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002182700000000045827,2,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
2,002182800000000045828,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002182900000000045829,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183000000000045830,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183100000000045831,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183200000000045832,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183300000000045833,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183400000000045834,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183500000000045835,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183600000000045836,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183700000000045837,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183800000000045838,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002183900000000045839,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184000000000045840,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184100000000045841,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184200000000045842,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184300000000045843,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,7,,,,,,
2,002184400000000045844,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184500000000045845,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184600000000045846,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184700000000045847,2,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
2,002184800000000045848,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002184900000000045849,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185000000000045850,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185100000000045851,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185200000000045852,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185300000000045853,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185400000000045854,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185500000000045855,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185600000000045856,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185700000000045857,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185800000000045858,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002185900000000045859,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186000000000045860,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186100000000045861,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186200000000045862,2,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
2,002186300000000045863,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186400000000045864,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186500000000045865,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186600000000045866,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186700000000045867,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186800000000045868,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002186900000000045869,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187000000000045870,2,1,2,2,,,,4,5,,,,,,,,,,,,,,,,,,,,
2,002187100000000045871,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187200000000045872,1,1,2,1,,,,4,,,,,,,,,,,,4,5,6,7,8,9,10,11,,
2,002187300000000045873,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187400000000045874,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187500000000045875,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187600000000045876,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187700000000045877,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187800000000045878,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002187900000000045879,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188000000000045880,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188100000000045881,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188200000000045882,1,2,2,1,,,,,,,,,,,,,,,3,4,5,6,7,8,,10,11,12,
2,002188300000000045883,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188400000000045884,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188500000000045885,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188600000000045886,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188700000000045887,1,2,2,1,,,,,,,,,,,,,,,3,4,5,6,7,8,9,10,11,,
2,002188800000000045888,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002188900000000045889,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189000000000045890,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189100000000045891,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189200000000045892,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189300000000045893,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189400000000045894,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189500000000045895,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189600000000045896,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189700000000045897,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189800000000045898,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002189900000000045899,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190000000000045900,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190100000000045901,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190200000000045902,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190300000000045903,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190400000000045904,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190500000000045905,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190600000000045906,1,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
2,002190700000000045907,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190800000000045908,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002190900000000045909,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191000000000045910,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191100000000045911,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191200000000045912,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191300000000045913,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191400000000045914,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191500000000045915,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191600000000045916,1,2,2,1,,,,,,,,,,,,,1,2,,4,,6,,,,,,12,
2,002191700000000045917,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191800000000045918,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002191900000000045919,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002192000000000045920,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002192100000000045921,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002192200000000045922,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002192300000000045923,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002192400000000045924,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002192500000000045925,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002192600000000045926,2,2,2,1,,,,,,,,,,,,,1,2,,4,5,,,8,9,,11,,
2,002192700000000045927,1,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,
2,002192800000000045928,2,2,2,1,,,,,,,,,,,,,1,2,3,4,,,,,,,,12,
2,002192900000000045929,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002193000000000045930,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002193100000000045931,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002193200000000045932,2,2,2,1,,,,,,,,,,,,,1,2,,4,5,,,,9,,,,
2,002193300000000045933,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002193400000000045934,3,,2,1,,,,,,,,,,,,,1,2,,,,,,,,,,12,
2,002193500000000045935,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002193600000000045936,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002193700000000045937,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002193800000000045938,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002193900000000045939,1,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
2,002194000000000045940,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194100000000045941,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194200000000045942,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194300000000045943,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194400000000045944,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194500000000045945,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194600000000045946,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194700000000045947,1,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
2,002194800000000045948,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002194900000000045949,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195000000000045950,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195100000000045951,1,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
2,002195200000000045952,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195300000000045953,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195400000000045954,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195500000000045955,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195600000000045956,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195700000000045957,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195800000000045958,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002195900000000045959,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002196000000000045960,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002196100000000045961,2,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,7,,9,10,11,12,
2,002196200000000045962,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002196300000000045963,2,2,2,1,,,,,,,,,,,,,1,2,3,4,,,,,,,,,
2,002196400000000045964,2,1,2,1,,,,,5,,,,,,,,1,,3,4,5,6,7,8,9,10,11,12,
2,002196500000000045965,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002196600000000045966,2,2,2,1,,,,,,,,,,,,,1,2,3,4,,,,,,,,,
2,002196700000000045967,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002196800000000045968,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002196900000000045969,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002197000000000045970,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002197100000000045971,1,2,2,1,,,,,,,,,,,,,1,2,,,5,,,,,,,,
2,002197200000000045972,3,,2,1,,,,,,,,,,,,,1,2,,,,,,,,,,,
2,002197300000000045973,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,12,
2,002197400000000045974,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,9,,,,
2,002197500000000045975,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,12,
2,002197600000000045976,3,,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002197700000000045977,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002197800000000045978,1,2,2,1,,,,,,,,,,,,,,2,,4,,,,,,,,,
2,002197900000000045979,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,12,
2,002198000000000045980,2,1,2,1,,,,4,,,,,,,,,1,2,,,5,6,7,,,,,12,
2,002198100000000045981,2,2,2,1,,,,,,,,,,,,,1,2,,4,5,,,,,,,,
2,002198200000000045982,2,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,,,9,,,,
2,002198300000000045983,3,,2,1,,,,,,,,,,,,,1,2,,4,5,,,,,,,,
2,002198400000000045984,3,,2,1,,,,,,,,,,,,,1,2,,,,,,,,,,,
2,002198500000000045985,2,1,2,1,,,,4,,,,,,,,,1,2,3,4,,,,,,,,,
2,002198600000000045986,3,,2,1,,,,,,,,,,,,,,,,4,,,,,9,10,,,
2,002198700000000045987,1,2,2,1,,,,,,,,,,,,,1,2,,,,,,,,,,,
2,002198800000000045988,3,,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002198900000000045989,2,2,2,1,,,,,,,,,,,,,1,2,,4,5,,,,,,,,
2,002199000000000045990,2,2,2,1,,,,,,,,,,,,,,2,,4,,,,,,,,12,
2,002199100000000045991,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002199200000000045992,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,10,11,12,
2,002199300000000045993,2,2,2,1,,,,,,,,,,,,,1,2,,4,5,,,,9,,,,
2,002199400000000045994,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002199500000000045995,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002199600000000045996,3,,2,1,,,,,,,,,,,,,,2,3,4,5,,,,,,,,
2,002199700000000045997,3,,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002199800000000045998,2,2,2,1,,,,,,,,,,,,,1,,3,4,,,,,,,,,
2,002199900000000045999,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,,,,,
2,002200000000000046000,2,2,2,1,,,,,,,,,,,,,1,,3,4,,,7,,9,,11,,
2,002200100000000046001,2,2,2,1,,,,,,,,,,,,,1,2,,,,,,,,,,,
2,002200200000000046002,3,,2,1,,,,,,,,,,,,,1,2,3,4,5,,7,,,,,,
2,002200300000000046003,2,2,2,1,,,,,,,,,,,,,1,,,4,5,,,,9,,11,,
2,002200400000000046004,2,2,2,1,,,,,,,,,,,,,1,,,4,5,,,,,,,12,
2,002200500000000046005,1,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,
2,002200600000000046006,1,2,2,1,,,,,,,,,,,,,1,2,3,,5,,,,,,,,
2,002200700000000046007,2,2,2,1,,,,,,,,,,,,,1,,3,4,5,,,,,,,,
2,002200800000000046008,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,7,,,,,,
2,002200900000000046009,2,2,2,1,,,,,,,,,,,,,,2,,4,5,,,,,,,,
2,002201000000000046010,2,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,
2,002201100000000046011,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002201200000000046012,3,,2,1,,,,,,,,,,,,,1,2,3,,5,6,,,,,,,
2,002201300000000046013,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002201400000000046014,2,2,2,1,,,,,,,,,,,,,,2,3,4,,,,,,,,,
2,002201500000000046015,2,2,2,1,,,,,,,,,,,,,1,,,4,,,,,,,11,,13
2,002201600000000046016,2,2,2,1,,,,,,,,,,,,,1,2,3,4,5,,,,,,,,
2,002201700000000046017,1,2,2,1,,,,,,,,,,,,,1,2,,,5,,,,9,10,,,
2,002201800000000046018,1,2,2,1,,,,,,,,,,,,,1,2,3,,,,7,8,,,,,
2,002201900000000046019,2,2,2,1,,,,,,,,,,,,,1,2,3,4,5,6,,8,,,,,
2,002202000000000046020,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,002202100000000046021,3,,2,1,,,,,,,,,,,,,1,2,3,4,5,6,,8,,,,,
2,002202200000000046022,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
