REG,HHID,H3,H4,H6,H8,H5_A,H5_B,H5_C,H5_D,H5_E,H5_F,H7_A,H7_B,H7_C,H7_D,H7_E,H7_F,H9_A,H9_B,H9_C,H9_D,H9_E,H9_F,H9_G,H9_H,H9_I,H9_J,H9_K,H9_L,H9_M
7,000558000000000029580,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000558100000000029581,2,2,2,1,,,,,,,,,,,,,,2,3,4,,6,,,,,,,
7,000558200000000029582,2,2,2,1,,,,,,,,,,,,,1,,,,,,,,,,,,
7,000558300000000029583,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000558400000000029584,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000558500000000029585,2,2,2,1,,,,,,,,,,,,,,2,,4,,,7,,9,,,,
7,000558600000000029586,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
7,000558700000000029587,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000558800000000029588,1,2,2,1,,,,,,,,,,,,,,,3,4,,,7,,,,,12,
7,000558900000000029589,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,12,
7,000559000000000029590,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,12,
7,000559100000000029591,1,2,2,1,,,,,,,,,,,,,,,,4,,,,,,,,12,13
7,000559200000000029592,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000559300000000029593,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,12,
7,000559400000000029594,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,12,
7,000559500000000029595,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,12,
7,000559600000000029596,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000559700000000029597,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000559800000000029598,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
7,000559900000000029599,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,12,
7,000560000000000029600,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000560100000000029601,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
7,000560200000000029602,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
7,000560300000000029603,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
7,000560400000000029604,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
7,000560500000000029605,1,2,2,1,,,,,,,,,,,,,,,,,,,7,8,,,,,
7,000560600000000029606,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000560700000000029607,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000560800000000029608,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000560900000000029609,1,2,2,1,,,,,,,,,,,,,,,,,,,7,,,,,,
7,000561000000000029610,1,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
7,000561100000000029611,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000561200000000029612,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000561300000000029613,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000561400000000029614,2,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
7,000561500000000029615,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000561600000000029616,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000561700000000029617,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000561800000000029618,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000561900000000029619,2,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
7,000562000000000029620,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562100000000029621,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562200000000029622,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562300000000029623,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562400000000029624,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562500000000029625,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562600000000029626,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562700000000029627,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562800000000029628,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000562900000000029629,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563000000000029630,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,7,,,,,,
7,000563100000000029631,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563200000000029632,1,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
7,000563300000000029633,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563400000000029634,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563500000000029635,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563600000000029636,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563700000000029637,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563800000000029638,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000563900000000029639,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000564000000000029640,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000564100000000029641,2,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,
7,000564200000000029642,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,
7,000564300000000029643,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000564400000000029644,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,000564500000000029645,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000564600000000029646,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000564700000000029647,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000564800000000029648,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000564900000000029649,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565000000000029650,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565100000000029651,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565200000000029652,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565300000000029653,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565400000000029654,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565500000000029655,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565600000000029656,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565700000000029657,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565800000000029658,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000565900000000029659,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566000000000029660,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566100000000029661,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566200000000029662,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566300000000029663,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566400000000029664,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566500000000029665,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566600000000029666,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566700000000029667,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566800000000029668,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000566900000000029669,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567000000000029670,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567100000000029671,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567200000000029672,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567300000000029673,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567400000000029674,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567500000000029675,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567600000000029676,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567700000000029677,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000567800000000029678,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,7,,9,10,,12,
10,000567900000000029679,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568000000000029680,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568100000000029681,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568200000000029682,1,2,2,1,,,,,,,,,,,,,,2,,,,,7,,,,,,
10,000568300000000029683,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568400000000029684,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568500000000029685,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568600000000029686,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568700000000029687,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568800000000029688,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000568900000000029689,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569000000000029690,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569100000000029691,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569200000000029692,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569300000000029693,2,2,2,1,,,,,,,,,,,,,,,,4,,,7,,9,,,12,
10,000569400000000029694,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569500000000029695,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569600000000029696,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569700000000029697,2,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
10,000569800000000029698,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000569900000000029699,1,1,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,
10,000570000000000029700,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000570100000000029701,2,2,2,1,,,,,,,,,,,,,,2,,4,,,7,,,,,12,
10,000570200000000029702,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000570300000000029703,2,2,2,1,,,,,,,,,,,,,,,,4,5,,7,,,,,,
10,000570400000000029704,1,2,2,1,,,,,,,,,,,,,1,2,,4,,,7,,,10,,,
10,000570500000000029705,1,1,2,1,,2,3,,,,,,,,,,1,2,,,,,7,,9,10,,,
10,000570600000000029706,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000570700000000029707,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000570800000000029708,2,2,2,1,,,,,,,,,,,,,,,,4,,,,,9,,,,13
10,000570900000000029709,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571000000000029710,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571100000000029711,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571200000000029712,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571300000000029713,1,2,2,1,,,,,,,,,,,,,,,,4,,,7,,,,,,
10,000571400000000029714,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571500000000029715,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571600000000029716,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571700000000029717,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571800000000029718,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000571900000000029719,2,2,2,1,,,,,,,,,,,,,,,3,4,,,7,,,,,,
10,000572000000000029720,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572100000000029721,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572200000000029722,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572300000000029723,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572400000000029724,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572500000000029725,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572600000000029726,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,
10,000572700000000029727,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572800000000029728,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000572900000000029729,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573000000000029730,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573100000000029731,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573200000000029732,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573300000000029733,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573400000000029734,1,2,2,1,,,,,,,,,,,,,,,3,4,,6,7,,,,,,
10,000573500000000029735,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573600000000029736,2,1,2,1,,,,4,,,,,,,,,,,,,,,7,,,,,,
10,000573700000000029737,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573800000000029738,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000573900000000029739,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574000000000029740,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574100000000029741,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574200000000029742,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574300000000029743,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574400000000029744,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574500000000029745,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574600000000029746,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574700000000029747,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574800000000029748,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000574900000000029749,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575000000000029750,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575100000000029751,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575200000000029752,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575300000000029753,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575400000000029754,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575500000000029755,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575600000000029756,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575700000000029757,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575800000000029758,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000575900000000029759,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576000000000029760,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576100000000029761,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576200000000029762,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576300000000029763,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576400000000029764,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576500000000029765,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576600000000029766,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576700000000029767,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576800000000029768,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000576900000000029769,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577000000000029770,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577100000000029771,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577200000000029772,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577300000000029773,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577400000000029774,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577500000000029775,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577600000000029776,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577700000000029777,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577800000000029778,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000577900000000029779,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578000000000029780,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578100000000029781,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578200000000029782,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578300000000029783,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578400000000029784,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578500000000029785,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578600000000029786,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578700000000029787,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578800000000029788,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000578900000000029789,2,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
10,000579000000000029790,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000579100000000029791,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000579200000000029792,2,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
10,000579300000000029793,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000579400000000029794,1,1,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,
10,000579500000000029795,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000579600000000029796,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000579700000000029797,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000579800000000029798,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000579900000000029799,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580000000000029800,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580100000000029801,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580200000000029802,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580300000000029803,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580400000000029804,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580500000000029805,2,2,2,1,,,,,,,,,,,,,1,2,,,,,,,9,,,,
10,000580600000000029806,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580700000000029807,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580800000000029808,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000580900000000029809,2,2,2,1,,,,,,,,,,,,,1,2,,4,,,,,9,10,,12,
10,000581000000000029810,1,1,2,1,,2,3,,,,,,,,,,1,2,,4,,,7,,,,,,
10,000581100000000029811,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581200000000029812,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581300000000029813,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581400000000029814,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581500000000029815,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581600000000029816,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581700000000029817,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581800000000029818,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000581900000000029819,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582000000000029820,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582100000000029821,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582200000000029822,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582300000000029823,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582400000000029824,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582500000000029825,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582600000000029826,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582700000000029827,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582800000000029828,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000582900000000029829,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583000000000029830,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583100000000029831,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583200000000029832,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583300000000029833,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583400000000029834,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583500000000029835,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583600000000029836,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583700000000029837,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583800000000029838,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000583900000000029839,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584000000000029840,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584100000000029841,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584200000000029842,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584300000000029843,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584400000000029844,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584500000000029845,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584600000000029846,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584700000000029847,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584800000000029848,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000584900000000029849,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585000000000029850,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585100000000029851,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585200000000029852,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585300000000029853,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585400000000029854,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585500000000029855,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585600000000029856,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585700000000029857,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585800000000029858,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000585900000000029859,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586000000000029860,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586100000000029861,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586200000000029862,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586300000000029863,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586400000000029864,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586500000000029865,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586600000000029866,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586700000000029867,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586800000000029868,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000586900000000029869,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587000000000029870,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587100000000029871,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587200000000029872,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587300000000029873,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587400000000029874,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587500000000029875,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587600000000029876,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587700000000029877,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587800000000029878,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000587900000000029879,2,1,2,2,,,,4,5,,,,,,,,,,,,,,,,,,,,
10,000588000000000029880,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588100000000029881,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588200000000029882,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588300000000029883,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588400000000029884,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588500000000029885,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588600000000029886,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588700000000029887,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588800000000029888,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000588900000000029889,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589000000000029890,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589100000000029891,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589200000000029892,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589300000000029893,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589400000000029894,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589500000000029895,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589600000000029896,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589700000000029897,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
10,000589800000000029898,2,1,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,
