REG,HHID,RFACT,FSIZE,CHLD_6_11,CHLD_12_15,CHLD_5_17,PER_18_UP,WRK_HEAD,WRK_18,WRK_5_17,EDUC_6_11,EDUC_12_15,HHMELEM_6_11,HHMHS_12_15,H04_SEX,H05_AGE,H06_STATUS,H08_CUR_ATTEND,H09_CUR_GRADE,H10_YNOT_ATTND,H12_HGC,H13_DID_WORK,H14_CLS_WKR,C16_FAMILL,C20_FAMFIN,URB
16,000161800000000025618,00219.2436,011,0,1,1,1,1,1,0,0,1,00,02,1,64,4,,,,10012,2,,01,00,2
16,000161900000000025619,00219.2436,004,1,1,1,1,0,1,0,0,1,00,01,1,37,2,,,,10018,1,0,01,00,2
16,000162000000000025620,00219.2436,004,0,1,1,1,0,1,0,0,1,00,01,2,47,2,,,,60714,1,2,01,01,2
16,000162100000000025621,00219.2436,006,1,1,1,1,0,1,0,1,1,01,01,1,39,2,,,,24012,1,1,01,01,2
16,000162200000000025622,00219.2436,003,0,0,0,1,1,1,0,0,0,00,00,1,54,3,,,,10015,1,1,00,00,2
16,000162300000000025623,00219.2436,004,1,0,1,1,1,1,0,1,0,01,00,1,59,2,,,,24012,1,3,00,00,2
16,000162400000000025624,00219.2436,004,0,0,0,1,0,1,0,0,0,00,00,1,66,2,,,,24011,2,,01,00,2
16,000162500000000025625,00219.2436,006,0,0,0,1,1,1,0,0,0,00,00,1,59,2,,,,10018,1,1,01,00,2
16,000162600000000025626,00219.2436,010,1,1,1,1,1,1,1,1,0,02,00,1,42,2,,,,10011,1,0,01,01,2
16,000162700000000025627,00219.2436,008,1,1,1,1,1,1,0,1,1,01,01,1,54,2,,,,60002,1,1,01,01,2
16,000162800000000025628,00226.4759,006,0,1,1,1,1,1,0,0,1,00,01,2,39,2,,,,60411,1,1,00,01,1
16,000162900000000025629,00226.4759,004,0,1,1,1,0,1,0,0,1,00,01,1,57,2,,,,24015,1,1,00,00,1
16,000163000000000025630,00226.4759,004,0,0,0,1,0,1,0,0,0,00,00,2,50,2,,,,24015,1,3,01,00,1
16,000163100000000025631,00226.4759,004,1,1,1,1,0,1,0,1,1,01,01,1,38,2,,,,10015,1,1,01,00,1
16,000163200000000025632,00226.4759,006,0,1,1,1,0,1,0,0,1,00,01,1,51,2,,,,60732,1,1,01,00,1
16,000163300000000025633,00226.4759,004,0,0,1,1,1,1,0,0,0,00,00,2,55,2,,,,24013,2,,01,01,1
16,000163400000000025634,00226.4759,006,1,1,1,1,0,1,0,1,1,01,02,1,45,2,,,,24015,1,1,00,01,1
16,000163500000000025635,00240.8841,009,1,0,1,1,1,1,0,1,0,02,00,1,61,2,,,,10015,1,3,01,01,2
16,000163600000000025636,00240.8841,009,1,1,1,1,0,0,0,1,1,02,02,1,71,2,,,,10014,2,,00,01,2
16,000163700000000025637,00240.8841,004,1,0,1,1,0,1,0,1,0,02,00,2,32,2,,,,10018,1,3,00,00,2
16,000163800000000025638,00240.8841,001,0,0,0,1,1,1,0,0,0,00,00,2,49,1,,,,50413,1,3,01,01,2
16,000163900000000025639,00240.8841,003,0,1,1,1,0,1,0,0,0,00,00,1,53,2,,,,10018,1,3,01,01,2
16,000164000000000025640,00240.8841,006,1,0,1,1,0,1,0,1,0,03,00,1,39,2,,,,24011,1,3,01,01,2
16,000164100000000025641,00240.8841,005,1,1,1,1,0,1,0,1,1,01,01,1,44,2,,,,24013,1,1,01,01,2
16,000164200000000025642,00240.8841,002,0,0,0,1,0,1,0,0,0,00,00,2,49,2,,,,24011,1,1,01,00,2
16,000164300000000025643,00240.8841,007,1,1,1,1,0,0,0,1,1,01,02,1,46,2,,,,10018,2,,01,00,2
16,000164400000000025644,00240.8841,003,0,0,0,1,0,1,0,0,0,00,00,1,27,2,,,,10015,1,1,01,00,2
16,000164500000000025645,00240.8841,003,0,1,1,1,0,1,0,0,1,00,01,1,42,2,,,,24012,1,3,01,01,2
16,000164600000000025646,00240.8841,001,0,0,0,1,1,1,0,0,0,00,00,1,38,1,,,,10015,1,1,00,00,2
16,000164700000000025647,00240.8841,001,0,0,0,1,0,1,0,0,0,00,00,2,81,3,,,,10013,1,3,01,00,2
16,000164800000000025648,00240.8841,001,0,0,0,1,1,1,0,0,0,00,00,1,40,1,,,,10012,1,1,01,00,2
16,000164900000000025649,00202.5348,005,0,0,1,1,0,1,0,0,0,00,00,2,64,3,,,,10016,1,0,01,00,1
16,000165000000000025650,00202.5348,003,0,1,1,1,1,1,0,0,1,00,01,2,45,3,,,,24015,2,,00,00,1
16,000165100000000025651,00202.5348,003,0,0,1,1,0,1,0,0,0,00,00,1,37,2,,,,24015,1,3,01,01,1
16,000165200000000025652,00202.5348,005,0,1,1,1,1,1,0,0,1,00,01,2,46,2,,,,60111,1,1,00,01,1
16,000165300000000025653,00202.5348,005,0,0,0,1,1,1,0,0,0,00,00,2,53,2,,,,60002,2,,01,01,1
16,000165400000000025654,00202.5348,009,0,0,1,1,0,1,0,0,0,00,00,1,60,2,,,,24015,1,2,01,00,1
16,000165500000000025655,00202.5348,006,0,0,0,1,1,1,0,0,0,00,00,2,61,2,,,,60413,1,2,01,01,1
16,000165600000000025656,00202.5348,005,1,0,1,1,0,1,0,1,0,01,00,1,37,2,,,,24015,1,1,00,01,1
16,000165700000000025657,00202.5348,007,1,1,1,1,0,1,0,1,1,02,02,2,36,2,,,,24015,1,1,00,01,1
16,000165800000000025658,00202.5348,004,1,0,1,1,0,0,0,0,0,00,00,2,55,2,,,,24015,2,,01,01,1
16,000165900000000025659,00202.5348,001,0,0,0,1,0,1,0,0,0,00,00,2,69,3,,,,10016,1,0,00,00,1
16,000166000000000025660,00202.5348,012,1,1,1,1,1,1,0,1,1,01,01,1,56,2,,,,24015,1,3,00,00,1
16,000166100000000025661,00202.5348,008,0,0,0,1,1,1,0,0,0,00,00,1,51,2,,,,60188,1,6,01,01,1
16,000166200000000025662,00250.2020,004,1,0,1,1,0,1,0,1,0,01,00,1,31,2,,,,24015,1,1,00,01,1
16,000166300000000025663,00250.2020,009,1,1,1,1,1,1,0,1,1,02,01,2,59,2,,,,10016,1,1,01,00,1
16,000166400000000025664,00250.2020,003,0,0,1,1,0,1,0,0,0,00,00,1,52,2,,,,60314,1,4,01,01,1
16,000166500000000025665,00250.2020,004,0,0,0,1,1,1,0,0,0,00,00,1,55,2,,,,24011,1,6,00,01,1
16,000166600000000025666,00250.2020,004,0,0,0,1,0,1,0,0,0,00,00,1,31,2,,,,10016,1,1,01,00,1
16,000166700000000025667,00250.2020,003,0,0,0,1,1,1,0,0,0,00,00,1,65,2,,,,24015,1,1,01,01,1
16,000166800000000025668,00250.2020,003,0,0,0,1,0,1,0,0,0,00,00,1,56,2,,,,24013,1,1,01,00,1
16,000166900000000025669,00250.2020,001,0,0,0,1,1,1,0,0,0,00,00,2,27,1,,,,60111,1,1,00,01,1
16,000167000000000025670,00250.2020,005,1,0,1,1,0,1,0,1,0,01,00,1,38,2,,,,24015,1,4,00,01,1
16,000167100000000025671,00250.2020,013,1,1,1,1,0,1,0,1,1,03,02,1,40,2,,,,10016,1,1,01,01,1
16,000167200000000025672,00250.2020,005,0,0,1,1,1,1,0,0,0,00,00,1,27,2,,,,24015,1,1,01,01,1
16,000167300000000025673,00250.2020,005,0,1,1,1,0,0,0,0,1,00,02,2,45,2,,,,24015,2,,00,01,1
16,000167400000000025674,00276.0849,005,0,0,0,1,0,1,0,0,0,00,00,1,29,2,,,,24015,1,1,00,01,1
16,000167500000000025675,00276.0849,004,1,0,1,1,0,1,0,1,0,01,00,2,63,3,,,,24012,1,3,00,00,1
16,000167600000000025676,00276.0849,009,1,0,1,1,1,1,0,1,0,01,00,1,45,2,,,,24014,1,0,01,01,1
16,000167700000000025677,00276.0849,004,0,1,1,1,1,1,1,0,1,00,01,2,27,2,,,,24015,1,1,01,00,1
16,000167800000000025678,00276.0849,003,0,0,0,1,0,1,0,0,0,00,00,1,29,2,,,,10018,1,1,00,00,1
16,000167900000000025679,00276.0849,003,0,0,0,1,1,1,0,0,0,00,00,2,60,3,,,,24012,1,3,01,01,1
16,000168000000000025680,00276.0849,004,0,0,0,1,0,1,0,0,0,00,00,1,28,2,,,,24015,1,1,01,00,1
16,000168100000000025681,00276.0849,004,1,0,1,1,0,1,0,1,0,02,00,1,29,2,,,,24015,1,1,00,01,1
16,000168200000000025682,00276.0849,007,1,1,1,1,0,1,0,1,1,01,03,1,35,2,,,,10014,1,3,00,01,1
16,000168300000000025683,00276.0849,003,0,0,1,1,0,1,0,0,0,00,00,1,70,2,,,,50321,1,0,01,00,1
16,000168400000000025684,00206.0284,006,0,1,1,1,1,1,0,0,1,00,01,2,43,2,,,,24015,2,,01,01,1
16,000168500000000025685,00206.0284,007,0,1,1,1,0,1,0,0,1,00,01,1,52,2,,,,10011,1,0,01,00,1
16,000168600000000025686,00206.0284,006,1,1,1,1,0,1,0,1,1,01,01,1,49,2,,,,60421,1,3,00,01,1
16,000168700000000025687,00206.0284,005,0,0,1,1,1,1,0,0,0,00,00,1,51,2,,,,60003,1,0,01,01,1
16,000168800000000025688,00206.0284,004,1,0,1,1,0,1,0,1,0,01,00,1,53,2,,,,24015,1,3,00,00,1
16,000168900000000025689,00206.0284,004,0,1,1,1,0,1,0,0,0,00,00,1,59,2,,,,10015,1,3,01,01,1
16,000169000000000025690,00206.0284,002,0,0,0,1,1,1,0,0,0,00,00,2,58,2,,,,60002,2,,00,01,1
16,000169100000000025691,00206.0284,004,1,0,1,1,0,1,0,1,0,01,00,1,37,2,,,,60111,1,2,01,01,1
16,000169200000000025692,00206.0284,005,1,0,1,1,1,1,0,1,0,02,00,2,48,2,,,,24011,2,,01,01,1
16,000169300000000025693,00206.0284,004,1,0,1,1,0,1,0,1,0,02,00,1,37,2,,,,24015,1,3,01,01,1
16,000169400000000025694,00219.8533,003,0,0,0,1,0,1,0,0,0,00,00,1,64,2,,,,24015,1,0,01,00,1
16,000169500000000025695,00219.8533,002,0,0,0,1,0,0,0,0,0,00,00,1,69,2,,,,24015,2,,01,00,1
16,000169600000000025696,00219.8533,003,0,0,0,1,1,1,0,0,0,00,00,2,82,3,,,,24015,2,,01,00,1
16,000169700000000025697,00219.8533,007,0,0,0,1,1,1,0,0,0,00,00,1,61,2,,,,60421,1,3,01,01,1
16,000169800000000025698,00219.8533,001,0,0,0,1,0,1,0,0,0,00,00,2,55,3,,,,60413,1,1,00,01,1
16,000169900000000025699,00219.8533,010,1,0,1,1,0,1,0,1,0,02,00,1,60,2,,,,70413,1,2,01,01,1
16,000170000000000025700,00219.8533,008,1,0,1,1,0,1,0,1,0,01,00,2,73,3,,,,10014,2,,01,00,1
16,000170100000000025701,00219.8533,002,0,0,1,1,0,1,0,0,0,00,00,2,31,2,,,,24012,1,0,01,00,1
16,000170200000000025702,00219.8533,005,1,1,1,1,1,1,0,1,1,01,01,1,51,2,,,,24013,1,1,01,00,1
16,000170300000000025703,00219.8533,005,1,1,1,1,0,1,0,1,0,01,00,1,31,2,,,,24012,1,0,01,01,1
16,000170400000000025704,00219.8533,003,0,0,0,1,0,1,0,0,0,00,00,1,27,2,,,,24015,1,1,00,00,1
16,000170500000000025705,00219.8533,008,0,1,1,1,0,0,0,0,1,00,01,2,81,3,,,,60411,2,,01,01,1
16,000170600000000025706,00228.7111,005,1,1,1,1,0,1,0,0,0,00,00,1,30,2,,,,24015,2,,01,01,1
16,000170700000000025707,00228.7111,006,0,1,1,1,1,1,0,0,1,00,01,1,46,2,,,,60314,2,,01,01,1
16,000170800000000025708,00228.7111,004,1,0,1,1,0,1,0,1,0,01,00,1,40,2,,,,60414,1,3,00,01,1
16,000170900000000025709,00228.7111,003,0,1,1,1,0,1,0,0,1,00,01,1,47,2,,,,50003,1,1,01,01,1
16,000171000000000025710,00228.7111,002,0,0,0,1,1,1,0,0,0,00,00,2,48,1,,,,24015,1,1,00,00,1
16,000171100000000025711,00228.7111,004,1,0,1,1,0,1,0,1,0,02,00,1,39,2,,,,60314,1,3,01,00,1
16,000171200000000025712,00228.7111,004,1,0,1,1,0,1,0,1,0,01,00,1,43,2,,,,60111,1,2,01,01,1
16,000171300000000025713,00228.7111,003,0,0,0,1,0,1,0,0,0,00,00,1,42,2,,,,60111,1,2,00,01,1
16,000171400000000025714,00228.7111,001,0,0,0,1,0,0,0,0,0,00,00,2,76,1,,,,10015,2,,00,00,1
16,000171500000000025715,00228.7111,006,1,0,1,1,0,1,0,1,0,02,00,1,39,2,,,,24015,1,1,01,00,1
16,000171600000000025716,00228.7111,010,1,1,1,1,1,1,0,1,1,02,01,2,59,3,,,,10012,2,,01,00,1
16,000171700000000025717,00205.3382,006,0,0,0,1,1,1,0,0,0,00,00,2,46,2,,,,60003,2,,01,01,1
16,000171800000000025718,00205.3382,004,1,0,1,1,0,1,0,1,0,01,00,1,26,2,,,,60413,1,1,00,01,1
16,000171900000000025719,00205.3382,005,1,0,1,1,1,1,0,1,0,01,00,2,77,3,,,,24013,2,,01,01,1
16,000172000000000025720,00205.3382,005,1,0,1,1,1,1,0,1,0,02,00,2,67,3,,,,10018,2,,01,00,1
16,000172100000000025721,00205.3382,007,1,0,1,1,0,0,0,1,0,02,00,1,69,2,,,,24015,2,,01,00,1
16,000172200000000025722,00205.3382,007,0,0,1,1,1,1,0,0,0,00,00,1,57,2,,,,60821,1,2,00,01,1
16,000172300000000025723,00205.3382,005,1,1,1,1,0,1,0,1,0,01,00,1,64,2,,,,10013,1,1,01,00,1
16,000172400000000025724,00296.4773,007,1,0,1,1,1,1,0,1,0,02,00,1,46,2,,,,10018,1,0,00,01,2
16,000172500000000025725,00296.4773,003,1,0,1,1,0,1,0,1,0,01,00,1,46,2,,,,24015,1,3,00,00,2
16,000172600000000025726,00296.4773,004,1,0,1,1,0,1,0,0,0,00,00,1,32,2,,,,24013,1,0,00,00,2
16,000172700000000025727,00296.4773,005,1,0,1,1,0,1,0,1,0,01,00,1,47,2,,,,24015,1,3,00,00,2
16,000172800000000025728,00296.4773,002,0,0,0,1,0,1,0,0,0,00,00,1,64,2,,,,24011,1,3,00,00,2
16,000172900000000025729,00296.4773,004,0,0,0,1,1,1,0,0,0,00,00,1,55,2,,,,10018,1,0,00,01,2
16,000173000000000025730,00296.4773,005,0,1,1,1,0,1,0,0,1,00,02,1,46,2,,,,24012,1,3,00,00,2
16,000173100000000025731,00296.4773,005,0,0,0,1,0,0,0,0,0,00,00,1,59,2,,,,10018,2,,00,01,2
16,000173200000000025732,00296.4773,004,1,1,1,1,0,1,0,1,1,01,01,1,34,2,,,,10018,1,0,00,00,2
16,000173300000000025733,00296.4773,003,0,0,0,1,0,1,0,0,0,00,00,1,69,2,,,,60003,1,3,00,01,2
16,000173400000000025734,00296.4773,006,1,0,1,1,0,1,0,1,0,01,00,1,63,2,,,,10015,1,3,00,00,2
16,000173500000000025735,00226.1768,005,0,0,0,1,1,1,0,0,0,00,00,1,46,2,,,,60002,1,2,01,01,2
16,000173600000000025736,00226.1768,007,1,1,1,1,0,1,0,1,1,01,02,1,49,2,,,,60413,1,3,01,00,2
16,000173700000000025737,00226.1768,004,1,0,1,1,0,1,0,1,0,01,00,1,36,2,,,,24011,1,1,01,01,2
16,000173800000000025738,00226.1768,001,0,0,0,1,0,1,0,0,0,00,00,1,42,2,,,,24015,1,1,00,00,2
16,000173900000000025739,00226.1768,006,1,0,1,1,0,1,0,1,0,03,00,1,48,2,,,,60002,1,3,01,01,2
16,000174000000000025740,00226.1768,004,0,0,0,1,1,1,0,0,0,00,00,1,46,2,,,,10018,1,0,01,00,2
16,000174100000000025741,00226.1768,007,1,0,1,1,0,1,0,1,0,02,00,1,35,2,,,,24015,1,1,01,01,2
16,000174200000000025742,00226.1768,005,1,0,1,1,0,1,0,1,0,03,00,1,44,2,,,,10018,1,1,01,01,2
16,000174300000000025743,00226.1768,003,1,0,1,1,0,1,0,1,0,01,00,1,67,2,,,,24013,2,,01,00,2
16,000174400000000025744,00226.1768,007,1,0,1,1,0,1,0,1,0,03,00,1,31,2,,,,24011,1,0,01,00,2
16,000174500000000025745,00226.1768,007,1,0,1,1,0,1,0,1,0,02,00,1,59,2,,,,10012,1,1,01,00,2
16,000174600000000025746,00226.1768,002,0,0,1,1,0,0,0,0,0,00,00,2,26,2,,,,24015,2,,01,00,2
16,000174700000000025747,00226.1768,009,1,0,1,1,1,1,0,1,0,01,00,1,59,2,,,,10018,1,3,01,01,2
16,000174800000000025748,00226.1768,001,0,0,0,1,0,0,0,0,0,00,00,2,67,3,,,,10018,2,,01,00,2
16,000174900000000025749,00277.4654,004,1,0,1,1,0,1,0,1,0,01,00,2,49,2,,,,24015,1,3,01,00,2
16,000175000000000025750,00277.4654,001,0,0,0,1,0,0,0,0,0,00,00,2,65,3,,,,10012,2,,01,00,2
16,000175100000000025751,00277.4654,003,1,0,1,1,0,0,0,1,0,01,00,1,74,2,,,,24015,2,,00,01,2
16,000175200000000025752,00277.4654,001,0,0,0,1,0,1,0,0,0,00,00,1,67,3,,,,10013,1,3,00,00,2
16,000175300000000025753,00277.4654,005,0,0,0,1,0,1,0,0,0,00,00,1,55,2,,,,10018,1,3,00,01,2
16,000175400000000025754,00277.4654,006,0,0,1,1,0,1,0,0,0,00,00,1,70,2,,,,10018,2,,00,00,2
16,000175500000000025755,00277.4654,004,1,0,1,1,0,0,0,1,0,01,00,2,39,2,,,,24015,2,,00,01,2
16,000175600000000025756,00277.4654,003,0,0,0,1,1,1,0,0,0,00,00,1,66,2,,,,10014,2,,00,00,2
16,000175700000000025757,00277.4654,005,0,1,1,1,0,1,0,0,0,00,00,1,55,2,,,,24015,1,3,00,00,2
16,000175800000000025758,00277.4654,004,1,1,1,1,0,0,0,1,1,01,01,2,59,2,,,,24015,2,,00,00,2
16,000175900000000025759,00277.4654,007,1,1,1,1,0,1,0,1,1,02,03,1,55,2,,,,24012,1,1,00,01,2
16,000176000000000025760,00277.4654,001,0,0,0,1,0,1,0,0,0,00,00,1,68,2,,,,10016,1,1,00,00,2
16,000176100000000025761,00277.4654,007,1,1,1,1,1,1,0,1,1,01,01,1,42,2,,,,24015,1,3,00,01,2
16,000176200000000025762,00277.4654,003,0,0,1,1,1,1,0,0,0,00,00,1,47,2,,,,24015,1,1,00,00,2
16,000176300000000025763,00277.4654,001,0,0,0,1,0,0,0,0,0,00,00,2,83,3,,,,10014,2,,00,00,2
16,000176400000000025764,00277.4654,004,0,1,1,1,0,1,0,0,1,00,01,1,43,2,,,,24015,1,2,00,01,2
16,000176500000000025765,00277.4654,004,1,0,1,1,0,1,0,1,0,01,00,2,59,3,,,,10018,1,3,00,00,2
16,000176600000000025766,00277.4654,005,1,0,1,1,1,1,0,1,0,01,00,1,56,2,,,,10014,1,1,01,00,2
16,000176700000000025767,00286.6375,002,0,0,0,1,0,1,0,0,0,00,00,2,42,2,,,,60188,1,2,00,01,2
16,000176800000000025768,00286.6375,008,1,0,1,1,1,1,0,1,0,01,00,2,52,2,,,,60111,1,2,00,01,2
16,000176900000000025769,00286.6375,002,0,0,0,1,0,1,0,0,0,00,00,1,54,2,,,,10014,1,1,01,00,2
16,000177000000000025770,00286.6375,008,0,1,1,1,0,1,0,0,1,00,01,2,43,2,,,,24013,2,,00,01,2
16,000177100000000025771,00286.6375,005,1,1,1,1,0,1,0,1,1,02,01,1,51,2,,,,10013,1,1,01,01,2
16,000177200000000025772,00286.6375,007,1,0,1,1,1,1,1,1,0,02,00,1,61,2,,,,10018,1,1,00,01,2
16,000177300000000025773,00286.6375,008,0,1,1,1,0,1,0,0,1,00,02,1,55,2,,,,10018,1,1,00,01,2
16,000177400000000025774,00286.6375,006,1,0,1,1,1,1,0,1,0,01,00,1,30,2,,,,24012,1,1,01,00,2
16,000177500000000025775,00286.6375,005,1,0,1,1,0,1,0,1,0,02,00,1,31,2,,,,24015,1,3,01,01,2
16,000177600000000025776,00286.6375,009,0,0,0,1,0,1,0,0,0,00,00,1,49,2,,,,24012,1,1,01,01,2
16,000177700000000025777,00286.6375,008,1,1,1,1,0,1,0,1,1,03,01,1,49,2,,,,50714,1,1,01,00,2
16,000177800000000025778,00286.6375,007,0,1,1,1,0,1,0,0,1,00,01,1,39,2,,,,24013,1,1,00,01,2
16,000177900000000025779,00286.6375,006,0,0,0,1,0,1,0,0,0,00,00,1,22,2,4,,05,24012,1,1,01,00,2
16,000178000000000025780,00286.6375,006,0,1,1,1,0,1,0,0,1,00,01,2,57,3,,,,10018,1,3,01,00,2
16,000178100000000025781,00286.6375,003,0,0,0,1,0,1,0,0,0,00,00,1,31,2,,,,60002,1,1,00,01,2
16,000178200000000025782,00266.6394,006,1,1,1,1,1,1,0,1,1,01,01,1,43,2,,,,24015,1,3,00,01,2
16,000178300000000025783,00266.6394,005,0,0,0,1,1,1,0,0,0,00,00,1,55,2,,,,24013,1,3,00,01,2
16,000178400000000025784,00266.6394,008,1,1,1,1,0,1,0,1,1,02,01,1,40,2,,,,60003,1,1,00,01,2
16,000178500000000025785,00266.6394,007,1,0,1,1,1,1,0,1,0,01,00,1,43,1,,,,60411,1,3,00,01,2
16,000178600000000025786,00266.6394,005,0,0,1,1,0,1,0,0,0,00,00,1,30,2,,,,24012,1,1,00,00,2
16,000178700000000025787,00266.6394,009,1,1,1,1,0,1,0,1,1,02,03,2,42,3,,,,60111,1,2,00,01,2
16,000178800000000025788,00266.6394,003,1,0,1,1,0,0,0,1,0,01,00,1,69,2,,,,00000,2,,00,01,2
16,000178900000000025789,00266.6394,006,1,0,1,1,0,1,0,1,0,01,00,1,46,2,,,,24015,1,1,00,01,2
16,000179000000000025790,00266.6394,005,0,1,1,1,0,1,0,0,1,00,01,1,47,2,,,,24013,1,1,00,00,2
16,000179100000000025791,00266.6394,004,1,0,1,1,0,0,0,1,0,01,00,1,63,2,,,,24015,2,,00,01,2
16,000179200000000025792,00266.6394,008,1,1,1,1,1,1,0,1,0,02,00,1,52,2,,,,10014,1,3,00,01,2
16,000179300000000025793,00266.6394,004,0,0,0,1,0,1,0,0,0,00,00,1,26,2,,,,24015,1,3,00,00,2
16,000179400000000025794,00266.6394,005,1,0,1,1,0,1,0,1,0,01,00,2,40,2,,,,60002,1,0,00,00,2
16,000179500000000025795,00266.6394,002,0,0,0,1,0,0,0,0,0,00,00,1,73,2,,,,10013,2,,00,00,2
16,000179600000000025796,00266.6394,004,0,0,1,1,0,1,0,0,0,00,00,1,47,2,,,,24015,1,3,00,01,2
16,000179700000000025797,00266.6394,004,0,1,1,1,0,1,0,0,1,00,01,1,41,2,,,,41041,1,1,00,01,2
16,000179800000000025798,00266.6394,005,0,0,0,1,1,1,0,0,0,00,00,1,57,2,,,,24011,2,,00,01,2
16,000179900000000025799,00266.6394,004,1,1,1,1,0,1,0,1,1,01,01,1,58,2,,,,60002,1,3,00,01,2
16,000180000000000025800,00225.7984,005,1,1,1,1,0,1,0,1,1,01,01,1,40,2,,,,24015,1,1,01,00,2
16,000180100000000025801,00225.7984,004,0,0,0,1,1,1,0,0,0,00,00,1,67,2,,,,24012,2,,01,00,2
16,000180200000000025802,00225.7984,004,0,1,1,1,0,1,0,0,1,00,01,1,68,2,,,,10016,1,3,01,01,2
16,000180300000000025803,00225.7984,008,1,1,1,1,0,0,0,1,0,02,00,2,66,3,,,,10014,2,,00,01,2
16,000180400000000025804,00225.7984,006,0,0,1,1,0,1,0,0,0,00,00,2,52,2,,,,24015,1,3,00,01,2
16,000180500000000025805,00225.7984,002,0,1,1,1,0,1,0,0,1,00,01,1,37,4,,,,51041,1,3,00,01,2
16,000180600000000025806,00225.7984,002,0,0,0,1,0,1,0,0,0,00,00,2,65,2,,,,10013,1,3,00,00,2
16,000180700000000025807,00225.7984,003,0,0,0,1,0,0,0,0,0,00,00,2,97,3,,,,00000,2,,00,00,2
16,000180800000000025808,00225.7984,006,1,0,1,1,0,1,0,1,0,02,00,1,47,2,,,,24013,1,3,01,01,2
16,000180900000000025809,00225.7984,001,0,0,0,1,0,0,0,0,0,00,00,2,61,3,,,,10013,2,,00,00,2
16,000181000000000025810,00225.7984,003,0,0,1,1,0,1,0,0,0,00,00,1,33,2,,,,10014,1,1,01,00,2
16,000181100000000025811,00225.7984,006,0,0,1,1,1,1,0,0,0,00,00,2,47,2,,,,10018,2,,00,00,2
16,000181200000000025812,00225.7984,001,0,0,0,1,0,0,0,0,0,00,00,1,74,3,,,,10012,2,,00,01,2
16,000181300000000025813,00225.7984,008,0,0,1,1,1,1,0,0,0,00,00,1,49,2,,,,10014,1,1,01,01,2
16,000181400000000025814,00225.7984,009,1,1,1,1,0,1,0,1,1,02,01,2,62,2,,,,24015,2,,00,00,2
16,000181500000000025815,00254.2282,006,0,0,0,1,0,1,0,0,0,00,00,2,73,3,,,,10015,2,,00,01,2
16,000181600000000025816,00254.2282,003,1,0,1,1,0,1,0,1,0,01,00,1,29,2,,,,24015,1,1,00,01,2
16,000181700000000025817,00254.2282,006,1,0,1,1,0,1,0,1,0,02,00,1,30,2,,,,24015,1,1,01,00,2
16,000181800000000025818,00254.2282,004,1,0,1,1,0,1,0,1,0,01,00,2,67,2,,,,24012,2,,00,01,2
16,000181900000000025819,00254.2282,004,1,0,1,1,0,1,0,1,0,01,00,2,62,3,,,,10018,1,3,00,00,2
16,000182000000000025820,00254.2282,006,0,1,1,1,0,1,0,0,1,00,01,2,64,2,,,,24015,2,,00,01,2
16,000182100000000025821,00254.2282,002,0,0,0,1,0,0,0,0,0,00,00,2,57,4,,,,60188,2,,00,01,2
16,000182200000000025822,00254.2282,004,1,1,1,1,0,1,0,0,1,00,01,1,36,2,,,,24012,1,3,00,00,2
16,000182300000000025823,00254.2282,003,0,0,0,1,0,0,0,0,0,00,00,1,64,2,,,,70111,2,,00,01,2
16,000182400000000025824,00254.2282,002,0,0,0,1,0,0,0,0,0,00,00,1,71,2,,,,24015,2,,00,00,2
16,000182500000000025825,00254.2282,006,1,0,1,1,0,1,0,1,0,03,00,1,42,2,,,,10015,1,1,01,00,2
16,000182600000000025826,00254.2282,008,1,1,1,1,1,1,0,1,1,02,01,2,73,3,,,,10018,2,,01,01,2
16,000182700000000025827,00254.2282,006,0,1,1,1,0,1,0,0,1,00,02,1,44,2,,,,10016,1,1,01,01,2
16,000182800000000025828,00254.2282,002,0,0,0,1,0,1,0,0,0,00,00,1,46,4,,,,10012,1,3,01,00,2
16,000182900000000025829,00254.2282,005,1,0,1,1,0,1,0,1,0,02,00,1,44,2,,,,24015,1,4,01,01,2
16,000183000000000025830,00254.2282,009,1,1,1,1,0,1,0,1,1,02,01,1,42,2,,,,24014,1,3,01,01,2
16,000183100000000025831,00254.2282,007,1,1,1,1,1,1,0,1,1,01,01,1,54,2,,,,24011,1,3,01,00,2
16,000183200000000025832,00254.2282,004,1,0,1,1,0,1,0,1,0,01,00,1,31,2,,,,24014,1,3,01,01,2
16,000183300000000025833,00254.2282,001,0,0,0,1,0,1,0,0,0,00,00,2,64,3,,,,10018,1,3,01,00,2
16,000183400000000025834,00254.2282,005,1,1,1,1,0,1,0,1,1,01,02,1,31,2,,,,24011,1,3,00,01,2
16,000183500000000025835,00254.2282,005,1,0,1,1,0,1,0,1,0,01,00,2,77,3,,,,10018,2,,01,00,2
16,000183600000000025836,00247.6137,001,0,0,0,1,0,1,0,0,0,00,00,2,60,2,,,,60111,1,3,00,00,2
16,000183700000000025837,00247.6137,007,1,1,1,1,0,1,0,1,1,01,01,1,46,2,,,,10018,1,3,01,01,2
16,000183800000000025838,00247.6137,004,0,0,1,1,0,1,0,0,0,00,00,1,55,2,,,,60002,1,3,01,00,2
16,000183900000000025839,00247.6137,003,0,1,1,1,0,1,0,0,1,00,01,2,61,3,,,,24015,1,3,00,00,2
16,000184000000000025840,00247.6137,006,1,0,1,1,0,0,0,1,0,01,00,1,32,2,,,,24011,2,,01,00,2
